,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
1340,2015/2016,France Ligue 1,Paris Saint-Germain,25.0,33,17,180.1,195.6,165.1,163.0,209,132,68.18,31.82,0.0,Zlatan Ibrahimovic,89.0,89.0,74.0,72.0,75.0,93.0,https://upload.wikimedia.org/wikipedia/commons/0/09/Zlatan_Ibrahimovi%C4%87_June_2018.jpg,10072,1.0,290,20184
1341,2015/2016,France Ligue 1,SC Bastia,26.3,36,19,179.7,188.0,165.1,161.9,181,143,76.19,23.81,0.0,Floyd Ayite,75.0,76.4,85.0,56.0,60.0,56.0,https://upload.wikimedia.org/wikipedia/commons/0/07/Floyd_Ayite%2C_Fulham_FC_%2842386499962%29_%28cropped%29.jpg,10736,10.0,321,20226
1342,2015/2016,France Ligue 1,SM Caen,26.0,35,19,179.6,193.0,167.6,164.0,181,139,71.43,23.81,4.76,Damien Da Silva,75.0,76.0,68.0,73.0,63.0,75.0,https://upload.wikimedia.org/wikipedia/commons/1/10/Caen_-_Rennes_20140709_-_Damien_Da_Silva.JPG,10737,7.0,359,20239
1343,2015/2016,France Ligue 1,Stade Rennais FC,24.2,34,18,179.9,188.0,170.2,162.7,196,134,69.57,26.09,4.34,Yoann Gourcuff,79.0,79.0,68.0,71.0,40.0,76.0,https://upload.wikimedia.org/wikipedia/commons/c/c5/Stade_rennais_vs_USM_Alger%2C_July_16th_2016_-_Yoann_Gourcuff_1.jpg,10182,8.0,340,20250
1344,2015/2016,France Ligue 1,Stade de Reims,25.2,34,19,181.9,190.5,167.6,165.3,185,141,79.17,16.67,4.16,Aissa Mandi,77.5,80.5,73.0,79.0,73.0,69.0,https://upload.wikimedia.org/wikipedia/commons/4/4d/Alg%C3%A9rie_-_Arm%C3%A9nie_-_20140531_-_Aissa_Mandi.jpg,10647,18.0,278,20249
1345,2015/2016,France Ligue 1,Toulouse FC,23.6,31,18,182.4,193.0,167.6,168.2,198,146,85.0,15.0,0.0,Wissam Ben Yedder,78.0,82.0,82.0,84.0,80.0,57.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/Wissam_Ben_Yedder_Monaco_2019.jpg,10648,17.0,237,20262
1346,2015/2016,Germany 1. Bundesliga,1. FC Köln,24.9,32,21,182.3,193.0,170.2,169.3,194,139,68.42,26.32,5.26,Anthony Modeste,78.0,78.9,78.5,80.0,67.8,85.6,https://upload.wikimedia.org/wikipedia/commons/5/5d/Anthony_Modeste_2017.jpg,10738,9.0,259,20001
1347,2015/2016,Germany 1. Bundesliga,1. FSV Mainz 05,24.5,29,18,181.6,193.0,165.1,171.1,194,143,78.26,21.74,0.0,Yunus Malli,76.6,80.6,76.0,64.0,80.0,51.9,https://upload.wikimedia.org/wikipedia/commons/4/48/AUT_vs._TUR_2016-03-29_%28360%29_%28cropped%29.jpg,10739,6.0,323,20003
1348,2015/2016,Germany 1. Bundesliga,Bayer 04 Leverkusen,23.6,31,18,182.5,193.0,170.2,175.0,216,143,95.83,4.17,0.0,Karim Bellarabi,82.2,84.2,90.0,75.0,76.0,63.2,https://upload.wikimedia.org/wikipedia/commons/2/27/Karim-Bellarabi.jpg,10555,3.0,315,20025
1349,2015/2016,Germany 1. Bundesliga,Borussia Dortmund,24.4,30,16,181.5,190.5,170.2,168.4,203,150,85.71,14.29,0.0,Mats Hummels,86.0,87.6,66.0,70.0,67.0,86.0,https://upload.wikimedia.org/wikipedia/commons/c/c1/Mats_Hummels.jpg,10467,2.0,326,20033
1350,2015/2016,Germany 1. Bundesliga,Borussia Mönchengladbach,24.5,35,18,182.3,193.0,172.7,168.4,190,134,77.27,22.73,0.0,Granit Xhaka,81.5,85.5,54.0,33.0,79.0,75.5,https://upload.wikimedia.org/wikipedia/commons/3/34/SWE-SWI_%2818%29_%28cropped%29.jpg,10740,4.0,278,20034
1351,2015/2016,Germany 1. Bundesliga,Eintracht Frankfurt,24.7,32,19,181.8,195.6,170.2,170.8,212,139,81.48,18.52,0.0,Alexander Meier,78.3,78.3,54.0,48.0,66.2,88.0,https://upload.wikimedia.org/wikipedia/commons/7/71/Alexander_Meier.jpg,10652,16.0,315,20064
1352,2015/2016,Germany 1. Bundesliga,FC Augsburg,26.8,33,21,182.0,188.0,170.2,172.3,194,154,82.61,17.39,0.0,Daniel Baier,79.0,79.0,65.0,78.0,81.0,67.0,https://upload.wikimedia.org/wikipedia/commons/1/13/Daniel_Baier_%28Southampton_2017%29.jpg,10557,12.0,266,20075
1353,2015/2016,Germany 1. Bundesliga,FC Bayern Munich,26.0,33,19,180.5,193.0,170.2,167.3,203,143,75.0,25.0,0.0,Arjen Robben,89.7,89.7,91.3,61.0,75.0,65.0,https://upload.wikimedia.org/wikipedia/commons/4/42/Arjen_Robben_v_Shakhtar_2015_%28cropped%29.jpg,10297,1.0,264,20078
1354,2015/2016,Germany 1. Bundesliga,FC Ingolstadt 04,24.8,29,18,182.5,193.0,170.2,174.9,205,157,85.0,15.0,0.0,Pascal Gross,75.0,78.0,67.0,71.0,83.0,70.0,https://upload.wikimedia.org/wikipedia/commons/4/41/Pascal_Gross.jpg,10741,11.0,291,20082
1355,2015/2016,Germany 1. Bundesliga,FC Schalke 04,24.0,32,19,184.0,195.6,172.7,176.8,201,150,80.0,20.0,0.0,Benedikt Hoewedes,83.0,83.7,67.0,82.0,69.0,81.0,https://upload.wikimedia.org/wikipedia/commons/3/33/Benedikt_H%C3%B6wedes_2018.jpg,10742,5.0,239,20091
1356,2015/2016,Germany 1. Bundesliga,Hamburger SV,25.6,34,20,182.4,193.0,165.1,172.4,194,139,75.0,25.0,0.0,Emir Spahic,78.3,78.3,60.7,77.0,52.7,78.0,https://upload.wikimedia.org/wikipedia/commons/7/79/20150331_2025_AUT_BIH_2135.jpg,10186,10.0,279,20120
1357,2015/2016,Germany 1. Bundesliga,Hannover 96,23.8,32,18,183.5,195.6,170.2,172.7,214,141,71.43,28.57,0.0,Salif Sane,77.0,79.4,63.0,54.0,76.0,83.3,https://upload.wikimedia.org/wikipedia/commons/d/d5/Salif_San%C3%A9.jpg,10743,18.0,280,20122
1358,2015/2016,Germany 1. Bundesliga,Hertha BSC Berlin,25.0,30,18,181.4,193.0,170.2,163.6,190,139,75.0,25.0,0.0,Salomon Kalou,77.9,77.9,74.8,76.0,70.5,70.0,https://upload.wikimedia.org/wikipedia/commons/e/ef/Hertha_BSC_vs._West_Ham_United_20190731_%28044%29.jpg,10744,7.0,280,20126
1359,2015/2016,Germany 1. Bundesliga,SV Darmstadt 98,27.1,31,19,183.9,195.6,170.2,175.5,201,154,68.42,31.58,0.0,Aytac Sulu,74.1,74.1,68.0,86.8,72.0,79.0,0,40160,13.0,336,20254
1360,2015/2016,Germany 1. Bundesliga,SV Werder Bremen,23.9,36,18,184.2,198.1,172.7,173.2,216,152,73.08,23.08,3.84,Zlatko Junuzovic,78.5,78.7,77.0,67.0,94.0,63.0,https://upload.wikimedia.org/wikipedia/commons/e/e8/FC_RB_Salzburg_gegen_Wolfsberger_AC_%2810._August_2019%29_18.jpg,10655,14.0,374,20255
1361,2015/2016,Germany 1. Bundesliga,TSG 1899 Hoffenheim,24.0,33,18,181.1,195.6,172.7,170.9,205,146,81.82,18.18,0.0,Kevin Volland,80.0,85.0,81.0,77.0,90.0,81.0,https://upload.wikimedia.org/wikipedia/commons/e/eb/Kevin-Volland-August2018.jpg,10745,15.0,315,20264
1362,2015/2016,Germany 1. Bundesliga,VfB Stuttgart,24.8,30,19,183.9,193.0,170.2,171.7,192,148,72.73,27.27,0.0,Emiliano Insua,78.4,80.8,78.0,72.0,78.0,79.4,https://upload.wikimedia.org/wikipedia/commons/4/41/EmilianoInsua2.jpg,10699,17.0,170,20274
1363,2015/2016,Germany 1. Bundesliga,VfL Wolfsburg,25.5,31,20,184.7,195.6,172.7,171.6,196,157,68.18,31.82,0.0,Kevin de Bruyne,86.0,89.0,78.0,65.0,85.0,73.0,https://upload.wikimedia.org/wikipedia/commons/4/40/Kevin_De_Bruyne_201807091.jpg,10353,8.0,314,20276
1364,2015/2016,Italy Serie A,Atalanta,27.6,35,20,182.1,190.5,160.0,170.9,196,126,76.92,23.08,0.0,Gabriel Paletta,78.2,78.2,53.0,80.0,65.0,85.0,0,40161,13.0,421,20020
1365,2015/2016,Italy Serie A,Bologna,25.9,36,17,180.3,188.0,167.6,162.8,187,132,74.07,25.93,0.0,Anthony Mounier,77.2,77.5,83.5,62.0,80.1,65.3,https://upload.wikimedia.org/wikipedia/commons/5/54/Anthony-Mounier.JPG,10374,14.0,560,20031
1366,2015/2016,Italy Serie A,Carpi,25.7,33,22,181.4,193.0,170.2,165.2,198,137,67.86,32.14,0.0,Jonathan De Guzman,76.2,76.2,78.0,78.0,69.0,63.0,https://upload.wikimedia.org/wikipedia/commons/b/b5/Jonathan_de_Guzman_004_%28cropped%29.jpg,10433,18.0,289,20042
1367,2015/2016,Italy Serie A,Chievo Verona,29.4,36,19,183.6,193.0,175.3,177.5,198,161,77.27,22.73,0.0,Alberto Paloschi,77.0,79.8,76.0,89.2,78.0,78.0,https://upload.wikimedia.org/wikipedia/commons/c/c2/Alberto_Paloschi01.jpg,10659,9.0,300,20051
1368,2015/2016,Italy Serie A,Empoli,24.0,35,17,180.4,190.5,170.2,162.9,192,139,75.0,25.0,0.0,Lorenzo Tonelli,77.2,79.3,64.3,78.0,62.7,76.0,0,40162,11.0,336,20066
1369,2015/2016,Italy Serie A,Fiorentina,26.8,33,21,181.6,190.5,172.7,167.3,179,143,69.57,30.43,0.0,Borja Valero,82.0,82.0,68.0,68.0,76.0,66.0,https://upload.wikimedia.org/wikipedia/commons/2/24/Borja_Valero.JPG,10746,5.0,299,20105
1370,2015/2016,Italy Serie A,Frosinone,25.5,32,19,181.5,193.0,167.6,165.6,194,141,76.0,24.0,0.0,Modibo Diakite,75.8,75.8,79.0,86.0,59.0,90.0,0,40163,19.0,305,20107
1371,2015/2016,Italy Serie A,Genoa,26.3,34,19,180.2,193.0,167.6,166.3,190,141,62.96,37.04,0.0,Diego Perotti,79.0,80.3,79.0,64.0,73.0,55.9,https://upload.wikimedia.org/wikipedia/commons/2/24/Rus-Arg_2017_%285%29.jpg,10747,10.0,200,20109
1372,2015/2016,Italy Serie A,Hellas Verona,26.6,38,18,184.4,193.0,175.3,169.2,194,150,60.0,40.0,0.0,Luca Toni,76.4,76.4,34.0,69.0,34.0,91.8,https://upload.wikimedia.org/wikipedia/commons/2/2c/Luca_Toni_2017_%28cropped%29.jpg,10748,20.0,280,20124
1373,2015/2016,Italy Serie A,Inter,25.4,33,18,181.2,195.6,170.2,166.6,183,150,85.0,10.0,5.0,Miranda,84.5,84.5,77.0,86.0,67.3,80.0,0,40164,4.0,480,20130
1374,2015/2016,Italy Serie A,Juventus,26.3,34,19,182.9,190.5,172.7,175.4,198,157,73.91,26.09,0.0,Giorgio Chiellini,86.1,86.1,79.0,89.1,69.7,89.6,https://upload.wikimedia.org/wikipedia/commons/5/5c/Giorgio_Chiellini%2C_2015_%28cropped%29.jpg,10214,1.0,280,20133
1375,2015/2016,Italy Serie A,Lazio,26.8,37,20,182.6,190.5,170.2,166.5,187,139,62.5,29.17,8.33,Antonio Candreva,82.2,82.2,83.7,50.8,88.9,71.4,https://upload.wikimedia.org/wikipedia/commons/c/c1/20150616_-_Portugal_-_Italie_-_Gen%C3%A8ve_-_Antonio_Candreva.jpg,10664,8.0,299,20146
1376,2015/2016,Italy Serie A,Milan,25.7,33,18,181.9,188.0,170.2,169.7,194,143,76.0,24.0,0.0,Carlos Bacca,82.0,82.0,83.1,75.9,72.1,78.6,https://upload.wikimedia.org/wikipedia/commons/b/b0/Carlos_Bacca%2C_2012-07-17.jpg,10442,7.0,242,20164
1377,2015/2016,Italy Serie A,Napoli,26.1,33,21,182.4,195.6,162.6,164.9,196,130,80.0,20.0,0.0,Gonzalo Higuain,85.0,85.3,82.2,73.0,69.9,82.3,https://upload.wikimedia.org/wikipedia/commons/7/72/Gonzalo_Higua%C3%ADn_2019.jpg,10571,2.0,297,20171
1378,2015/2016,Italy Serie A,Palermo,25.3,35,17,183.5,190.5,175.3,169.1,185,143,78.26,17.39,4.35,Franco Vazquez,79.4,80.8,69.0,55.0,76.0,74.0,https://upload.wikimedia.org/wikipedia/commons/6/62/20150616_-_Portugal_-_Italie_-_Gen%C3%A8ve_-_Franco_Vazquez_%28cropped%29.jpg,10749,17.0,279,20183
1379,2015/2016,Italy Serie A,Roma,26.2,38,18,181.6,193.0,170.2,166.0,187,137,63.64,36.36,0.0,Miralem Pjanic,84.0,86.0,71.5,66.0,76.0,60.0,https://upload.wikimedia.org/wikipedia/commons/d/d4/20150331_2025_AUT_BIH_2130_Miralem_Pjani%C4%87.jpg,10750,3.0,279,20218
1380,2015/2016,Italy Serie A,Sampdoria,26.3,33,17,183.3,195.6,172.7,171.4,194,150,69.23,30.77,0.0,Antonio Cassano,79.6,79.6,43.2,36.0,47.6,67.2,https://upload.wikimedia.org/wikipedia/commons/3/36/Antonio_Cassano_Euro_2012_vs_England.jpg,10080,15.0,278,20224
1381,2015/2016,Italy Serie A,Sassuolo,26.2,34,19,182.9,193.0,170.2,170.7,194,148,56.52,43.48,0.0,Domenico Berardi,80.3,85.3,87.0,65.0,79.8,64.0,0,40140,6.0,336,20225
1382,2015/2016,Italy Serie A,Torino,26.4,34,21,183.0,193.0,172.7,170.0,196,154,71.43,28.57,0.0,Kamil Glik,82.0,82.8,65.0,79.0,69.0,88.0,https://upload.wikimedia.org/wikipedia/commons/b/b7/Kamil_Glik_2018.jpg,10668,12.0,224,20260
1383,2015/2016,Italy Serie A,Udinese,26.5,37,19,181.6,193.0,170.2,167.0,194,143,62.5,33.33,4.17,Antonio Di Natale,77.8,77.8,74.0,60.0,52.5,56.7,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_di_natale.JPG,10082,16.0,314,20268
1384,2015/2016,Netherlands Eredivisie,ADO Den Haag,24.4,33,18,181.9,193.0,167.6,167.1,192,141,76.19,23.81,0.0,Mike Havenaar,72.0,72.0,69.0,84.0,74.0,76.0,https://upload.wikimedia.org/wikipedia/commons/3/30/Mike_Havenaar_-_2011_%28cropped%29.jpg,10751,11.0,273,20009
1385,2015/2016,Netherlands Eredivisie,AZ,22.2,30,17,180.0,188.0,172.7,163.3,185,146,65.38,34.62,0.0,Ron Vlaar,79.2,79.2,66.0,49.0,72.2,88.5,https://upload.wikimedia.org/wikipedia/commons/b/bc/Vlaar%2C_Ron.jpg,10316,4.0,493,20023
1386,2015/2016,Netherlands Eredivisie,Ajax,21.4,29,17,181.1,193.0,165.1,167.4,205,137,68.42,31.58,0.0,Davy Klaassen,79.0,85.0,73.0,84.7,85.0,74.0,https://upload.wikimedia.org/wikipedia/commons/8/84/Davy_Klaassen.jpg,10752,2.0,204,20011
1387,2015/2016,Netherlands Eredivisie,De Graafschap,22.6,28,18,182.4,195.6,172.7,168.3,187,152,80.0,20.0,0.0,Cas Peters,68.0,74.0,78.0,72.0,65.0,74.0,0,40165,17.0,314,20057
1388,2015/2016,Netherlands Eredivisie,Excelsior,24.7,29,20,181.1,190.5,167.6,164.7,187,150,68.42,31.58,0.0,Sander Fischer,70.0,71.5,62.0,77.0,68.0,78.0,0,40166,15.0,336,20071
1389,2015/2016,Netherlands Eredivisie,FC Groningen,23.3,30,17,181.7,193.0,170.2,165.5,198,139,95.45,4.55,0.0,Eric Fernando Botteghin,76.3,76.3,34.0,73.0,76.0,91.0,0,40121,7.0,560,20081
1390,2015/2016,Netherlands Eredivisie,FC Twente,21.5,29,18,180.8,193.0,165.1,163.8,192,137,62.5,37.5,0.0,Jesus Corona,77.8,84.0,79.0,72.0,75.2,39.2,https://upload.wikimedia.org/wikipedia/commons/3/36/Jes%C3%BAs_Manuel_Corona.jpg,10753,12.0,224,20097
1391,2015/2016,Netherlands Eredivisie,FC Utrecht,22.6,29,18,181.7,190.5,172.7,163.0,194,132,72.73,22.73,4.54,Sebastien Haller,73.7,82.1,77.0,85.9,64.0,87.3,https://upload.wikimedia.org/wikipedia/commons/8/8c/S%C3%A9bastien_Haller_2019.jpg,10754,5.0,315,20098
1392,2015/2016,Netherlands Eredivisie,Feyenoord,24.2,34,19,183.8,195.6,175.3,167.0,196,141,70.0,30.0,0.0,Dirk Kuyt,77.5,77.5,70.9,76.5,91.1,75.7,https://upload.wikimedia.org/wikipedia/commons/c/c9/Dirk_Kuijt-Feyenoord-DSC_0058.jpg,10755,3.0,222,20104
1393,2015/2016,Netherlands Eredivisie,Heracles Almelo,23.5,32,17,181.1,198.1,172.7,160.0,185,139,71.43,28.57,0.0,Iiass Bel Hassani,71.4,76.6,60.0,60.0,55.0,56.0,0,40142,6.0,336,20125
1394,2015/2016,Netherlands Eredivisie,N.E.C.,23.2,34,17,181.8,193.0,170.2,163.2,214,134,57.89,42.11,0.0,Christian Santos,70.0,71.0,73.0,76.9,70.9,66.0,0,40167,10.0,336,20169
1395,2015/2016,Netherlands Eredivisie,PEC Zwolle,22.8,29,19,181.3,198.1,172.7,165.1,209,141,84.21,15.79,0.0,Trent Sainsbury,73.0,78.0,74.0,67.7,68.0,75.0,https://upload.wikimedia.org/wikipedia/commons/d/d5/20180601_FIFA_Friendly_Match_Czech_Republic_vs._Australia_Trent_Sainsbury_850_0224.jpg,10756,8.0,280,20187
1396,2015/2016,Netherlands Eredivisie,PSV,23.6,31,20,180.9,190.5,170.2,165.3,192,139,57.89,42.11,0.0,Andres Guardado,80.4,80.4,82.2,74.0,88.0,56.4,https://upload.wikimedia.org/wikipedia/commons/4/40/Mex-Kor_%2825%29_%28cropped%29.jpg,10136,1.0,300,20195
1397,2015/2016,Netherlands Eredivisie,Roda JC Kerkrade,25.2,34,18,183.0,190.5,172.7,168.0,190,132,80.0,20.0,0.0,Gibril Sankoh,70.5,70.5,44.0,68.0,63.0,84.0,https://upload.wikimedia.org/wikipedia/commons/9/90/Gibril_Sankoh_%28cropped%29.jpg,10757,14.0,241,20217
1398,2015/2016,Netherlands Eredivisie,SC Cambuur,24.1,30,19,180.1,190.5,170.2,166.3,198,143,70.37,29.63,0.0,Etienne Reijnen,72.5,72.5,51.0,81.0,65.0,84.0,https://upload.wikimedia.org/wikipedia/commons/9/9f/Eti%C3%ABnne_Reijnen_2012.jpg,10758,18.0,258,20229
1399,2015/2016,Netherlands Eredivisie,SC Heerenveen,22.2,29,18,182.2,193.0,165.1,167.4,185,154,75.0,25.0,0.0,Sam Larsson,74.8,80.8,77.0,56.0,77.0,64.0,https://upload.wikimedia.org/wikipedia/commons/5/53/SamLarsson.jpg,10759,13.0,319,20231
1400,2015/2016,Netherlands Eredivisie,Vitesse,22.7,30,17,179.6,185.4,165.1,161.4,181,139,76.19,23.81,0.0,Guram Kashia,77.0,77.0,65.0,83.6,74.0,82.0,https://upload.wikimedia.org/wikipedia/commons/9/93/Guram_Kashia.jpg,10760,9.0,245,20278
1401,2015/2016,Netherlands Eredivisie,Willem II,25.3,33,18,179.4,193.0,165.1,163.4,198,132,66.67,33.33,0.0,Lucas Andersen,72.7,79.7,79.0,52.0,66.0,40.0,0,40168,16.0,336,20288
1402,2015/2016,Poland Ekstraklasa,Cracovia,24.8,31,18,181.9,193.0,172.7,166.6,205,132,80.0,20.0,0.0,Damian Dabrowski,67.3,75.3,65.0,89.0,65.7,60.0,0,40169,4.0,279,20053
1403,2015/2016,Poland Ekstraklasa,Górnik Łęczna,27.2,35,19,182.2,190.5,170.2,167.1,183,148,78.26,21.74,0.0,Lukasz Boguslawski,69.8,78.5,76.0,74.0,70.0,84.0,0,40170,15.0,303,20119
1404,2015/2016,Poland Ekstraklasa,Jagiellonia Białystok,24.5,32,17,181.1,195.6,170.2,164.4,192,137,62.5,37.5,0.0,Maciej Gajos,71.0,75.0,68.0,80.0,86.0,65.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Maciej_Gajos_2015.jpg,10761,12.0,386,20132
1405,2015/2016,Poland Ekstraklasa,Korona Kielce,25.4,36,19,182.4,193.0,170.2,167.3,190,132,65.22,34.78,0.0,Maciej Wilusz,66.3,67.7,47.6,72.0,57.0,80.4,https://upload.wikimedia.org/wikipedia/commons/c/cb/Maciej_Wilusz_2018.jpg,10762,11.0,409,20138
1406,2015/2016,Poland Ekstraklasa,Lech Poznań,25.0,32,17,182.4,193.0,167.6,169.7,196,141,76.0,24.0,0.0,Karol Linetty,72.4,82.4,73.8,82.0,82.0,80.1,https://upload.wikimedia.org/wikipedia/commons/8/84/Karol_Linetty_2014.jpg,10763,6.0,400,20150
1407,2015/2016,Poland Ekstraklasa,Lechia Gdańsk,25.8,32,18,181.3,190.5,172.7,163.2,187,132,75.0,25.0,0.0,Marco Paixao,70.0,70.0,71.8,73.6,75.4,72.0,0,40075,7.0,840,20151
1408,2015/2016,Poland Ekstraklasa,Legia Warszawa,25.8,36,18,182.5,193.0,170.2,170.7,192,150,78.26,21.74,0.0,Nemanja Nikolic,72.8,73.5,73.0,73.0,75.0,75.3,0,40171,1.0,421,20152
1409,2015/2016,Poland Ekstraklasa,Piast Gliwice,24.7,29,21,181.6,190.5,170.2,166.4,190,141,77.78,22.22,0.0,Kamil Vacek,69.7,69.8,64.7,63.0,76.7,70.3,https://upload.wikimedia.org/wikipedia/commons/0/06/Kamil_Vacek_20200627.jpg,10764,2.0,630,20189
1410,2015/2016,Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,26.1,37,20,182.0,193.0,172.7,167.3,203,150,81.82,18.18,0.0,Samuel Stefanik,66.5,72.0,74.5,56.0,68.0,48.0,https://upload.wikimedia.org/wikipedia/commons/d/d9/Samuel_stefanik.jpg,10765,9.0,201,20190
1411,2015/2016,Poland Ekstraklasa,Pogoń Szczecin,24.1,33,17,179.7,193.0,170.2,160.5,192,132,89.47,10.53,0.0,Rafal Murawski,69.1,69.1,54.0,59.0,76.0,58.0,https://upload.wikimedia.org/wikipedia/commons/7/77/Rafa%C5%82_Murawski_2015.jpg,10499,3.0,612,20191
1412,2015/2016,Poland Ekstraklasa,Polonia Bytom,26.9,38,19,182.2,193.0,170.2,169.6,194,154,70.37,25.93,3.7,Roman Gergel,66.5,66.8,82.0,62.0,72.0,61.0,0,40172,16.0,279,20192
1413,2015/2016,Poland Ekstraklasa,Ruch Chorzów,26.0,38,20,180.9,193.0,170.2,161.7,201,143,73.68,26.32,0.0,Rafal Grodzicki,66.0,66.0,33.0,32.0,85.0,93.0,https://upload.wikimedia.org/wikipedia/commons/1/17/Rafa%C5%82_Grodzicki.JPG,10766,8.0,260,20222
1414,2015/2016,Poland Ekstraklasa,Termalica Bruk-Bet Nieciecza,27.8,37,19,179.3,190.5,167.6,163.7,190,134,69.57,30.43,0.0,Dawid Plizga,66.0,66.0,82.0,77.0,78.0,56.0,0,40173,14.0,631,20258
1415,2015/2016,Poland Ekstraklasa,Wisła Kraków,25.2,36,18,180.7,193.0,170.2,164.2,194,132,82.61,13.04,4.35,Rafal Wolski,69.8,74.0,64.0,78.7,66.0,58.0,https://upload.wikimedia.org/wikipedia/commons/f/f2/Rafa%C5%82_Wolski.JPG,10767,10.0,314,20289
1416,2015/2016,Poland Ekstraklasa,Zagłębie Lubin,26.0,32,19,182.2,193.0,175.3,165.7,194,150,83.33,16.67,0.0,Filip Starzynski,68.6,71.6,38.6,66.0,59.4,64.2,https://upload.wikimedia.org/wikipedia/commons/d/d1/Filip_Starzynski_2014.jpg,10680,5.0,277,20292
1417,2015/2016,Poland Ekstraklasa,Śląsk Wrocław,25.6,33,18,181.1,190.5,172.7,165.4,183,148,95.45,4.55,0.0,Piotr Celeban,71.0,71.0,72.0,91.0,80.7,73.0,https://upload.wikimedia.org/wikipedia/commons/6/6c/Piotr_Celeban.jpg,10416,13.0,305,20294
1418,2015/2016,Portugal Liga ZON Sagres,Académica de Coimbra,25.6,33,20,179.6,193.0,165.1,166.9,196,137,73.91,26.09,0.0,Rui Pedro,73.3,74.8,76.0,70.0,69.0,69.0,https://upload.wikimedia.org/wikipedia/commons/f/fb/Rui_Patr%C3%ADcio_2018.jpg,10768,18.0,282,20008
1419,2015/2016,Portugal Liga ZON Sagres,Boavista FC,24.9,30,19,180.8,195.6,170.2,164.2,205,139,76.92,23.08,0.0,Paulo Vinicius,75.0,75.0,55.0,83.0,70.0,78.0,https://upload.wikimedia.org/wikipedia/commons/8/8f/Zenit-Videoton_%285%29.jpg,10769,14.0,215,20030
1420,2015/2016,Portugal Liga ZON Sagres,CD Nacional,23.2,27,18,181.4,193.0,165.1,165.6,196,139,70.83,20.83,8.34,Ali Ghazal,76.5,81.3,65.0,54.0,85.0,87.0,https://upload.wikimedia.org/wikipedia/commons/2/2e/Aly_Ghazal_Vancouver_v_Colorado.jpg,10682,11.0,279,20044
1421,2015/2016,Portugal Liga ZON Sagres,CF Os Belenenses,25.2,35,19,182.0,193.0,172.7,165.1,196,139,75.0,25.0,0.0,Miguel Rosa,77.0,78.8,75.0,60.0,73.5,62.0,0,40174,9.0,279,20049
1422,2015/2016,Portugal Liga ZON Sagres,CS Marítimo,24.9,36,20,180.5,193.0,167.6,167.7,194,143,77.78,18.52,3.7,Ruben Ferreira,76.8,78.8,76.0,75.0,90.0,62.0,0,40175,13.0,631,20055
1423,2015/2016,Portugal Liga ZON Sagres,Estoril Praia,24.1,29,21,180.0,193.0,170.2,161.6,196,137,55.0,40.0,5.0,Bruno Cesar,75.0,77.0,67.9,58.0,58.9,74.3,https://upload.wikimedia.org/wikipedia/commons/7/70/Zen-SporLis_%2813%29.jpg,10770,8.0,173,20069
1424,2015/2016,Portugal Liga ZON Sagres,FC Arouca,24.0,31,18,179.0,190.5,167.6,159.4,179,134,76.19,23.81,0.0,David Simao,73.6,77.2,68.0,69.0,79.2,76.0,0,40129,5.0,305,20074
1425,2015/2016,Portugal Liga ZON Sagres,FC Paços de Ferreira,23.5,34,18,180.8,190.5,175.3,162.7,190,137,81.82,18.18,0.0,Pele,74.6,80.3,69.0,71.0,76.8,80.3,https://upload.wikimedia.org/wikipedia/commons/5/54/Pele_by_John_Mathew_Smith.jpg,10771,7.0,323,20088
1426,2015/2016,Portugal Liga ZON Sagres,FC Porto,24.5,31,18,181.1,190.5,172.7,163.3,181,137,78.26,21.74,0.0,Alex Sandro,82.0,85.7,87.4,75.0,88.1,74.3,https://upload.wikimedia.org/wikipedia/commons/6/62/AlexSandroCopaAmerica2019.jpg,10772,3.0,280,20090
1427,2015/2016,Portugal Liga ZON Sagres,Moreirense FC,25.8,34,19,180.8,190.5,170.2,162.0,183,134,73.91,26.09,0.0,Rafael Martins,75.5,77.0,77.6,73.2,71.2,76.2,https://upload.wikimedia.org/wikipedia/commons/b/b3/FC_Salzburg_gegen_Vit%C3%B3ria_Guimar%C3%A3es_%28UEFA_Euroleague_23._November_2017%29_27.jpg,10773,12.0,224,20166
1428,2015/2016,Portugal Liga ZON Sagres,Rio Ave FC,25.1,32,19,182.1,193.0,175.3,166.2,198,139,83.33,16.67,0.0,Ahmed Hassan Koka,75.5,81.5,66.0,54.0,76.0,81.0,https://upload.wikimedia.org/wikipedia/commons/a/ae/Shahter-Braga_%284%29.jpg,10774,6.0,310,20215
1429,2015/2016,Portugal Liga ZON Sagres,SC Braga,24.4,35,20,182.4,193.0,170.2,164.8,190,139,66.67,33.33,0.0,Aderlan Santos,80.0,81.8,59.8,57.2,63.0,87.0,0,40176,4.0,323,20228
