,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
627,2011/2012,Germany 1. Bundesliga,SV Werder Bremen,23.1,32,18,183.4,198.1,170.2,172.8,203,141,88.0,12.0,0.0,Claudio Pizarro,83.0,83.0,68.5,76.0,68.0,78.5,https://upload.wikimedia.org/wikipedia/commons/6/64/Pizarro_training_FC_Bayern_%28cropped%29.jpg,10387,9.0,298,20255
628,2011/2012,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.3,28,18,183.2,198.1,170.2,173.0,216,148,77.27,22.73,0.0,Ryan Babel,77.5,79.5,83.0,70.0,67.0,68.5,https://upload.wikimedia.org/wikipedia/commons/c/cf/Ryan-babel-6.jpg,10388,11.0,560,20264
629,2011/2012,Germany 1. Bundesliga,VfB Stuttgart,25.2,30,18,182.1,193.0,165.1,172.5,201,134,68.18,31.82,0.0,Cacau,77.5,77.5,78.0,82.0,67.0,73.0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Werkstattreihe_gemeinsam_f%C3%BCr_ein_starkes_Deutschland%2C_K%C3%B6ln-3523.jpg,10302,6.0,420,20274
630,2011/2012,Germany 1. Bundesliga,VfL Wolfsburg,25.1,34,18,183.3,193.0,165.1,171.7,203,121,74.07,22.22,3.71,Mario Mandzukic,78.5,83.0,78.0,80.0,79.0,77.5,https://upload.wikimedia.org/wikipedia/commons/4/47/Mario_Mand%C5%BEuki%C4%87_in_2018.jpg,10389,8.0,341,20276
631,2011/2012,Italy Serie A,Atalanta,27.0,33,19,181.1,190.5,160.0,172.9,196,126,77.27,22.73,0.0,Maxi Moralez,77.5,82.5,79.5,62.0,67.0,28.0,https://upload.wikimedia.org/wikipedia/commons/c/cf/Maximoralez.jpg,10390,9.0,299,20020
632,2011/2012,Italy Serie A,Bologna,25.5,34,19,183.0,193.0,172.7,170.3,194,150,73.91,26.09,0.0,Marco Di Vaio,81.0,81.0,81.5,70.0,60.0,70.0,https://upload.wikimedia.org/wikipedia/commons/a/a3/Marco_Di_Vaio_2013-09-08_%28cropped%29.jpg,10207,11.0,193,20031
633,2011/2012,Italy Serie A,Cagliari,25.2,32,19,181.3,188.0,170.2,163.5,185,139,83.33,16.67,0.0,Andrea Cossu,80.0,80.0,78.0,51.0,66.0,45.0,0,40063,15.0,750,20040
634,2011/2012,Italy Serie A,Catania,26.7,34,21,181.1,193.0,165.1,170.5,198,150,79.17,20.83,0.0,Maxi Lopez,78.0,80.0,73.0,55.0,78.0,80.5,https://upload.wikimedia.org/wikipedia/commons/1/1b/Maxi_Lopez.jpg,10303,13.0,343,20043
635,2011/2012,Italy Serie A,Cesena,26.8,34,17,183.3,193.0,170.2,171.2,196,152,78.26,21.74,0.0,Adrian Mutu,79.5,79.5,76.5,64.0,68.0,68.5,https://upload.wikimedia.org/wikipedia/commons/2/2b/Adrian_Mutu_2.jpg,10070,20.0,385,20048
636,2011/2012,Italy Serie A,Chievo Verona,27.3,35,21,184.0,193.0,175.3,175.0,196,163,63.64,31.82,4.54,Sergio Pellissier,79.0,79.0,83.5,68.0,64.0,59.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/Sergio_Pellissier.jpg,10210,10.0,214,20051
637,2011/2012,Italy Serie A,Fiorentina,25.5,32,18,183.2,193.0,172.7,172.3,196,157,77.27,22.73,0.0,Stevan Jovetic,81.5,87.0,80.0,72.0,75.0,68.0,https://upload.wikimedia.org/wikipedia/commons/0/05/Iran_vs._Montenegro_2014-05-26_%28161%29.jpg,10391,14.0,280,20105
638,2011/2012,Italy Serie A,Genoa,25.8,33,18,182.2,193.0,172.7,169.6,185,143,70.83,29.17,0.0,Rodrigo Palacio,80.5,80.5,84.0,64.0,69.0,63.0,https://upload.wikimedia.org/wikipedia/commons/3/30/Trenza_Palacio_%28cropped%29.jpg,10392,16.0,307,20109
639,2011/2012,Italy Serie A,Inter,26.8,37,18,179.9,195.6,170.2,168.6,190,150,72.0,28.0,0.0,Wesley Sneijder,87.5,89.5,76.5,51.0,77.0,52.0,https://upload.wikimedia.org/wikipedia/commons/4/42/Wesley_Sneijder_%2815487233555%29_%28cropped%29.jpg,10141,6.0,357,20130
640,2011/2012,Italy Serie A,Juventus,26.8,36,21,181.4,190.5,167.6,168.3,192,132,78.26,21.74,0.0,Andrea Pirlo,84.0,84.0,58.0,31.0,61.5,57.0,https://upload.wikimedia.org/wikipedia/commons/1/1a/Save_the_Dream_at_the_Supercoppa_%2829879781574%29_%28cropped%29.jpg,10075,1.0,280,20133
641,2011/2012,Italy Serie A,Lazio,28.0,35,20,181.3,193.0,170.2,169.8,194,154,79.17,20.83,0.0,Hernanes,84.0,86.5,71.0,69.0,78.0,68.0,https://upload.wikimedia.org/wikipedia/commons/8/8e/Brazil_and_Croatia_match_at_the_FIFA_World_Cup_2014-06-12_%2831%29_%28Hernanes%29.jpg,10306,5.0,279,20146
642,2011/2012,Italy Serie A,Lecce,25.9,35,19,182.5,193.0,170.2,172.3,198,154,88.89,11.11,0.0,Valeri Bojinov,75.5,78.5,74.0,63.0,68.5,75.5,https://upload.wikimedia.org/wikipedia/commons/9/95/Valeri_bozhinov_in_levski.jpg,10393,18.0,286,20149
643,2011/2012,Italy Serie A,Milan,28.3,35,18,182.1,195.6,175.3,174.1,209,150,79.17,20.83,0.0,Zlatan Ibrahimovic,88.0,88.0,79.5,88.5,81.5,90.5,https://upload.wikimedia.org/wikipedia/commons/0/09/Zlatan_Ibrahimovi%C4%87_June_2018.jpg,10072,2.0,290,20164
644,2011/2012,Italy Serie A,Napoli,27.2,34,21,180.5,190.5,170.2,167.7,187,141,73.68,26.32,0.0,Edinson Cavani,86.0,89.0,86.0,92.0,94.0,75.0,https://upload.wikimedia.org/wikipedia/commons/8/88/Edinson_Cavani_2018.jpg,10394,4.0,269,20171
645,2011/2012,Italy Serie A,Novara,27.8,37,20,182.3,193.0,172.7,167.7,187,146,72.0,28.0,0.0,Giuseppe Mascara,76.0,76.0,70.5,80.5,60.5,48.0,https://upload.wikimedia.org/wikipedia/commons/d/d9/Mascara_tifosi.jpg,10209,19.0,347,20176
646,2011/2012,Italy Serie A,Palermo,24.7,32,19,182.5,193.0,167.6,171.6,194,154,73.08,26.92,0.0,Fabrizio Miccoli,82.0,82.0,83.5,52.0,59.0,67.5,https://upload.wikimedia.org/wikipedia/commons/0/05/FabrizioMiccoli.jpg,10077,12.0,329,20183
647,2011/2012,Italy Serie A,Parma,26.0,33,19,181.5,193.0,165.1,169.6,198,130,68.0,32.0,0.0,Sebastian Giovinco,81.0,87.0,88.5,45.0,69.0,26.5,https://upload.wikimedia.org/wikipedia/commons/a/aa/Giovinco_230515.jpg,10395,8.0,241,20185
648,2011/2012,Italy Serie A,Roma,26.2,34,19,180.5,188.0,170.2,167.6,198,143,72.73,27.27,0.0,Daniele De Rossi,83.5,86.0,73.0,81.0,82.0,77.0,https://upload.wikimedia.org/wikipedia/commons/7/7d/Daniele_De_Rossi_BGR-ITA_2012.jpg,10310,7.0,300,20218
649,2011/2012,Italy Serie A,Siena,27.4,35,20,180.4,190.5,167.6,166.9,196,150,72.0,24.0,4.0,Gaetano D'Agostino,75.5,78.0,64.5,66.0,74.0,70.0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Gaetano_D%27Agostino.jpg,10396,17.0,381,20236
650,2011/2012,Italy Serie A,Udinese,24.9,33,20,179.9,190.5,167.6,165.8,203,132,77.27,22.73,0.0,Antonio Di Natale,86.0,86.0,83.0,50.0,66.0,55.0,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_di_natale.JPG,10082,3.0,314,20268
651,2011/2012,Netherlands Eredivisie,ADO Den Haag,24.5,32,19,182.8,190.5,170.2,168.2,187,150,60.0,40.0,0.0,Wesley Verhoek,73.5,77.0,83.0,45.0,74.0,81.0,https://upload.wikimedia.org/wikipedia/commons/f/f7/Wesley_Verhoek_2012.jpg,10311,15.0,630,20009
652,2011/2012,Netherlands Eredivisie,AZ,23.0,27,17,182.6,190.5,172.7,170.7,201,139,61.11,38.89,0.0,Rasmus Elm,76.0,81.0,66.0,63.0,82.5,70.0,https://upload.wikimedia.org/wikipedia/commons/5/54/Rasmus_Elm_2012.jpg,10397,4.0,282,20023
653,2011/2012,Netherlands Eredivisie,Ajax,22.4,36,18,179.8,190.5,167.6,163.2,190,132,62.5,37.5,0.0,Jan Vertonghen,79.5,84.5,70.5,75.5,83.0,77.5,https://upload.wikimedia.org/wikipedia/commons/7/7a/Jan_Vertonghen_Belgium.jpg,10398,1.0,280,20011
654,2011/2012,Netherlands Eredivisie,De Graafschap,24.0,34,19,180.8,193.0,170.2,169.8,196,148,76.19,23.81,0.0,Gil Vermouth,69.5,72.5,68.0,57.0,65.0,66.0,https://upload.wikimedia.org/wikipedia/commons/7/7b/Gil_Vermouth1112.jpg,10399,17.0,315,20057
655,2011/2012,Netherlands Eredivisie,Excelsior,22.3,32,18,182.9,193.0,170.2,167.5,187,143,82.61,17.39,0.0,Daan Bovenberg,67.0,71.0,68.0,79.0,66.0,67.0,0,40084,18.0,336,20071
656,2011/2012,Netherlands Eredivisie,FC Groningen,21.8,28,18,182.0,195.6,170.2,170.4,203,141,60.0,40.0,0.0,Dusan Tadic,76.5,83.5,75.0,69.0,85.0,68.0,https://upload.wikimedia.org/wikipedia/commons/6/67/Du%C5%A1an_Tadi%C4%87_%28cropped%29.jpg,10400,14.0,268,20081
657,2011/2012,Netherlands Eredivisie,FC Twente,24.2,35,19,183.7,195.6,175.3,172.0,205,154,61.9,28.57,9.53,Bryan Ruiz,81.5,84.0,73.5,56.0,83.0,78.0,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bra-Cos_%2814%29.jpg,10003,6.0,323,20097
658,2011/2012,Netherlands Eredivisie,FC Utrecht,22.5,32,18,182.3,198.1,167.6,171.4,214,132,60.71,39.29,0.0,Jacob Mulenga,71.0,73.0,79.5,61.0,83.5,89.0,https://upload.wikimedia.org/wikipedia/commons/9/91/Jacob_Mulenga.jpg,10401,11.0,372,20098
659,2011/2012,Netherlands Eredivisie,Feyenoord,21.8,29,16,181.0,193.0,170.2,166.0,183,152,60.0,40.0,0.0,Ron Vlaar,74.0,76.0,51.5,42.0,73.0,92.0,https://upload.wikimedia.org/wikipedia/commons/b/bc/Vlaar%2C_Ron.jpg,10316,2.0,493,20104
660,2011/2012,Netherlands Eredivisie,Heracles Almelo,23.5,35,17,179.8,193.0,170.2,163.2,185,146,44.44,50.0,5.56,Willy Overtoom,74.5,78.0,84.0,83.0,84.0,56.0,https://upload.wikimedia.org/wikipedia/commons/1/19/Willie_Overtoom.jpg,10317,12.0,264,20125
661,2011/2012,Netherlands Eredivisie,N.E.C.,23.1,29,19,181.8,195.6,170.2,167.5,203,134,52.38,42.86,4.76,Lasse Schoene,75.0,78.0,74.0,67.0,77.0,57.0,https://upload.wikimedia.org/wikipedia/commons/3/37/20140904_-_Lasse_Sch%C3%B6ne_%28cropped%29_2.jpg,10224,8.0,252,20169
662,2011/2012,Netherlands Eredivisie,NAC Breda,24.9,34,18,179.6,193.0,170.2,168.8,196,143,57.14,42.86,0.0,Jeffrey Sarpong,72.0,70.0,79.0,81.5,64.0,60.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Jeffrey_Sarpong.jpg,10402,13.0,560,20170
663,2011/2012,Netherlands Eredivisie,PSV,23.2,33,17,181.6,198.1,170.2,171.6,205,134,62.5,37.5,0.0,Dries Mertens,79.5,83.0,84.0,82.0,78.0,41.0,https://upload.wikimedia.org/wikipedia/commons/0/03/Mertens_2018_%28cropped%29.jpg,10315,3.0,391,20195
664,2011/2012,Netherlands Eredivisie,RKC Waalwijk,23.5,28,19,183.2,193.0,175.3,170.2,196,154,72.22,27.78,0.0,Krisztian Nemeth,69.5,76.0,78.0,67.0,69.0,67.0,0,40085,9.0,661,20216
665,2011/2012,Netherlands Eredivisie,Roda JC Kerkrade,26.4,33,22,181.8,193.0,175.3,172.8,187,157,75.0,25.0,0.0,Ruud Vormer,74.5,78.5,65.0,62.0,81.0,75.0,https://upload.wikimedia.org/wikipedia/commons/c/c4/FC_Salzburg_gegen_Club_Br%C3%BCgge_%28Euroleague_Sechzehntelfinale%29_40_%28cropped%29.jpg,10403,10.0,303,20217
666,2011/2012,Netherlands Eredivisie,SC Heerenveen,23.0,31,19,181.6,195.6,165.1,165.7,190,150,75.0,25.0,0.0,Oussama Assaidi,76.5,83.0,86.0,67.0,77.0,48.0,https://upload.wikimedia.org/wikipedia/commons/1/1f/Oussama_Assaidi_2011.jpg,10404,5.0,302,20231
667,2011/2012,Netherlands Eredivisie,VVV-Venlo,22.8,30,18,180.8,193.0,167.6,163.3,190,141,70.0,30.0,0.0,Ahmed Musa,72.0,83.5,92.0,92.0,72.0,34.0,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ahmed_Musa_20180625.jpg,10405,16.0,297,20281
668,2011/2012,Netherlands Eredivisie,Vitesse,22.0,28,18,180.0,193.0,170.2,165.0,198,141,54.55,40.91,4.54,Wilfried Bony,75.5,81.0,76.0,73.0,74.5,94.0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Wilfried_Bony_%282013%29.JPG,10406,7.0,314,20278
669,2011/2012,Poland Ekstraklasa,Cracovia,25.3,34,20,180.6,193.0,170.2,165.7,190,141,80.0,20.0,0.0,Saidi Ntibazonkiza,65.0,71.5,88.0,91.0,58.0,43.0,https://upload.wikimedia.org/wikipedia/commons/f/f1/Saidi_Ntibazonkiza_2011.jpg,10324,15.0,260,20053
670,2011/2012,Poland Ekstraklasa,GKS Bełchatów,23.2,28,18,180.6,188.0,172.7,161.7,187,132,60.0,40.0,0.0,Dawid Nowak,65.0,65.5,84.5,78.0,76.0,68.0,0,40086,13.0,420,20114
671,2011/2012,Poland Ekstraklasa,Jagiellonia Białystok,24.3,36,19,176.9,195.6,167.6,159.2,185,143,100.0,0.0,0.0,Tomasz Kupisz,68.0,73.0,83.5,62.0,79.0,75.0,https://upload.wikimedia.org/wikipedia/commons/9/99/Tomasz_Kupisz_2011.jpg,10407,11.0,262,20132
672,2011/2012,Poland Ekstraklasa,Korona Kielce,25.8,33,19,184.6,193.0,175.3,170.2,194,143,66.67,33.33,0.0,Hernani,64.5,70.0,60.0,38.0,75.0,84.0,0,40043,6.0,557,20138
673,2011/2012,Poland Ekstraklasa,Lech Poznań,25.1,31,17,181.2,193.0,175.3,167.9,185,152,70.59,23.53,5.88,Artjoms Rudnevs,76.5,82.0,72.0,77.0,81.0,80.0,https://upload.wikimedia.org/wikipedia/commons/b/b4/Artjoms_Rudnevs_2012.jpg,10408,5.0,335,20150
674,2011/2012,Poland Ekstraklasa,Lechia Gdańsk,24.2,34,18,181.0,190.5,167.6,165.1,183,130,91.67,8.33,0.0,Fred Benson,64.0,64.0,76.0,51.0,71.0,66.0,https://upload.wikimedia.org/wikipedia/commons/c/c8/Fred_Benson.jpg,10409,14.0,272,20151
675,2011/2012,Poland Ekstraklasa,Legia Warszawa,24.8,32,18,182.5,188.0,170.2,168.8,192,146,76.92,23.08,0.0,Danijel Ljuboja,72.5,72.5,61.0,47.0,58.0,86.0,https://upload.wikimedia.org/wikipedia/commons/b/b7/Danijel_Ljuboja_2011.jpg,10183,4.0,380,20152
676,2011/2012,Poland Ekstraklasa,P. Warszawa,24.5,29,19,182.6,190.5,170.2,169.5,190,150,76.47,23.53,0.0,Robert Jez,67.5,67.5,65.0,75.0,46.0,45.0,https://upload.wikimedia.org/wikipedia/commons/d/da/R%C3%B3bert_Je%C5%BE_IMG_3854.jpg,10410,7.0,305,20182
677,2011/2012,Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,28.5,33,24,182.0,193.0,170.2,168.4,203,143,54.55,45.45,0.0,Lukasz Mierzejewski,62.0,62.0,65.0,62.0,78.0,76.0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Lukasz_Mierzejewski.jpg,10411,12.0,294,20190
678,2011/2012,Poland Ekstraklasa,Polonia Bytom,24.5,29,17,181.4,193.0,175.3,169.0,194,143,71.43,28.57,0.0,Aleksander Kwiek,67.0,67.0,64.0,78.0,69.5,73.0,0,40017,9.0,280,20192
679,2011/2012,Poland Ekstraklasa,Ruch Chorzów,27.3,35,21,183.8,193.0,170.2,175.0,201,152,72.73,27.27,0.0,Arkadiusz Piech,64.0,65.0,71.5,77.0,66.5,55.0,https://upload.wikimedia.org/wikipedia/commons/f/f9/Piech_Arkadiusz.jpg,10412,3.0,276,20222
680,2011/2012,Poland Ekstraklasa,Widzew Łódź,25.4,35,18,180.8,193.0,167.6,165.5,190,121,68.0,32.0,0.0,Seweryn Gancarczyk,65.0,65.0,75.0,75.0,72.0,70.0,https://upload.wikimedia.org/wikipedia/commons/0/0d/Seweryn.jpg,10413,1.0,333,20286
681,2011/2012,Poland Ekstraklasa,Wisła Kraków,27.1,34,22,181.9,195.6,170.2,169.4,201,150,81.25,18.75,0.0,Maor Melikson,76.0,80.0,76.5,79.0,40.5,26.0,https://upload.wikimedia.org/wikipedia/commons/e/e6/Maor_Melikson2.jpg,10414,8.0,261,20289
682,2011/2012,Poland Ekstraklasa,Zagłębie Lubin,24.4,30,18,181.5,193.0,170.2,165.5,181,146,86.67,13.33,0.0,Jiri Bilek,68.5,70.5,56.0,74.0,72.5,67.5,https://upload.wikimedia.org/wikipedia/commons/4/41/Jiri_Bilek1112.jpg,10415,10.0,315,20292
683,2011/2012,Poland Ekstraklasa,Śląsk Wrocław,26.1,31,22,183.2,195.6,175.3,166.8,185,139,53.33,46.67,0.0,Piotr Celeban,69.0,70.0,71.5,85.0,81.0,70.0,https://upload.wikimedia.org/wikipedia/commons/6/6c/Piotr_Celeban.jpg,10416,2.0,305,20294
684,2011/2012,Portugal Liga ZON Sagres,Académica de Coimbra,24.4,33,18,180.3,198.1,165.1,166.0,185,137,70.0,25.0,5.0,Diogo Valente,73.0,75.5,82.0,73.0,72.0,63.0,0,40066,12.0,360,20008
685,2011/2012,Portugal Liga ZON Sagres,CD Nacional,25.0,31,18,180.8,188.0,172.7,168.3,187,157,73.91,26.09,0.0,Diego Barcelos,73.0,75.0,87.5,76.0,69.5,44.0,0,40087,7.0,291,20044
686,2011/2012,Portugal Liga ZON Sagres,CS Marítimo,24.7,32,20,180.7,193.0,170.2,164.6,198,139,85.0,15.0,0.0,Baba,75.0,80.0,78.5,80.5,82.0,77.0,0,40088,5.0,313,20055
687,2011/2012,Portugal Liga ZON Sagres,FC Paços de Ferreira,25.6,32,19,178.2,190.5,165.1,162.1,187,123,58.82,41.18,0.0,William,70.0,70.0,66.0,84.0,66.0,76.0,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bayeux_Tapestry_William.jpg,10417,10.0,298,20088
688,2011/2012,Portugal Liga ZON Sagres,FC Porto,24.0,30,19,181.7,195.6,170.2,172.8,205,134,66.67,28.57,4.76,Hulk,84.5,87.0,87.0,70.0,88.5,87.5,https://upload.wikimedia.org/wikipedia/commons/4/43/Hulk-logo.svg,10240,1.0,630,20090
689,2011/2012,Portugal Liga ZON Sagres,Feirense,23.2,27,18,180.5,188.0,170.2,163.7,192,132,86.36,13.64,0.0,Nuno Henrique,70.0,74.5,67.0,70.0,68.0,74.0,0,40089,15.0,420,20103
690,2011/2012,Portugal Liga ZON Sagres,Gil Vicente FC,25.3,33,20,179.1,188.0,170.2,164.0,185,141,73.68,26.32,0.0,Junior Caicara,76.0,74.5,79.0,69.0,84.0,46.0,https://upload.wikimedia.org/wikipedia/commons/4/43/Uilson_de_Souza_Paula_J%C3%BAnio.jpg,10418,9.0,281,20112
691,2011/2012,Portugal Liga ZON Sagres,Rio Ave FC,27.1,36,18,180.6,190.5,172.7,169.8,190,148,76.47,23.53,0.0,Joao Tomas,73.5,73.5,45.0,70.0,38.0,81.0,0,40090,14.0,261,20215
692,2011/2012,Portugal Liga ZON Sagres,S.C. Olhanense,25.8,35,19,181.7,193.0,165.1,168.8,196,141,82.61,17.39,0.0,Ivanildo,72.5,74.5,85.5,38.5,71.5,39.0,0,40091,8.0,750,20223
693,2011/2012,Portugal Liga ZON Sagres,SC Beira Mar,23.5,34,19,184.1,193.0,175.3,169.7,187,134,66.67,26.67,6.66,Nuno Coelho,69.0,76.0,58.0,83.5,82.0,67.0,0,40092,13.0,588,20227
694,2011/2012,Portugal Liga ZON Sagres,SC Braga,25.5,34,19,180.5,193.0,167.6,165.1,185,137,73.91,26.09,0.0,Alan,79.0,79.0,83.5,69.0,79.0,74.5,0,40049,3.0,208,20228
695,2011/2012,Portugal Liga ZON Sagres,SL Benfica,24.8,33,19,181.4,193.0,167.6,168.4,203,137,70.0,30.0,0.0,Pablo Aimar,83.0,83.0,74.0,56.0,62.0,37.0,https://upload.wikimedia.org/wikipedia/commons/8/80/Match_legends_2017_CC_%284%29.jpg,10115,2.0,311,20238
696,2011/2012,Portugal Liga ZON Sagres,Sporting CP,24.0,32,18,179.6,195.6,170.2,165.3,209,137,74.07,25.93,0.0,Matias Fernandez,81.0,83.5,71.5,66.5,71.5,60.0,https://upload.wikimedia.org/wikipedia/commons/8/87/Matias_Fernandez_2015.jpg,10419,4.0,279,20243
697,2011/2012,Portugal Liga ZON Sagres,"União de Leiria, SAD",24.6,33,18,182.1,193.0,170.2,169.9,207,146,70.37,29.63,0.0,Ivo Pinto,74.0,77.0,80.5,67.0,72.5,69.0,0,40093,16.0,336,20270
698,2011/2012,Portugal Liga ZON Sagres,Vitória Guimarães,25.4,33,18,179.3,190.5,165.1,164.4,183,139,71.43,23.81,4.76,Nuno Assis,77.0,77.0,72.0,63.0,71.0,61.5,https://upload.wikimedia.org/wikipedia/commons/0/0a/Dinamo-Omonia_%284%29.jpg,10243,6.0,323,20279
699,2011/2012,Portugal Liga ZON Sagres,Vitória Setúbal,26.9,35,19,182.1,188.0,170.2,171.0,196,134,77.27,22.73,0.0,Hugo Leal,73.5,73.5,40.5,51.0,66.5,66.0,0,40094,11.0,279,20280
700,2011/2012,Scotland Premier League,Aberdeen,24.6,33,17,180.8,190.5,170.2,160.4,203,132,78.26,21.74,0.0,Scott Vernon,68.0,71.5,50.0,69.0,73.5,74.5,https://upload.wikimedia.org/wikipedia/commons/6/61/Scott_Vernon.jpg,10420,9.0,288,20004
701,2011/2012,Scotland Premier League,Celtic,24.6,34,19,181.5,193.0,167.6,166.5,209,141,62.5,37.5,0.0,Gary Hooper,76.0,80.0,80.5,86.0,80.0,70.0,https://upload.wikimedia.org/wikipedia/commons/3/35/Hooper_Nov2010.jpg,10421,1.0,376,20047
702,2011/2012,Scotland Premier League,Dundee United,23.7,32,19,179.3,193.0,167.6,161.6,185,130,66.67,33.33,0.0,David Goodwillie,73.5,83.0,87.0,86.5,84.0,69.0,https://upload.wikimedia.org/wikipedia/commons/6/69/DavidGoodwillieBlackburnRovers.JPG,10333,4.0,351,20061
703,2011/2012,Scotland Premier League,Dunfermline Athletic,27.0,35,19,180.7,188.0,172.7,162.2,183,141,72.73,13.64,13.63,Andy Kirk,66.0,66.0,61.0,75.0,73.0,74.0,https://upload.wikimedia.org/wikipedia/commons/5/50/Maud_Cuney_Hare-154-Andy_Kirk.jpg,10422,12.0,305,20062
704,2011/2012,Scotland Premier League,Heart of Midlothian,24.7,31,18,178.9,190.5,165.1,163.1,196,137,78.26,21.74,0.0,Rudolf Skacel,72.0,72.0,82.0,81.0,71.0,70.0,https://upload.wikimedia.org/wikipedia/commons/2/25/Rudolf_Sk%C3%A1cel.jpg,10423,5.0,352,20123
705,2011/2012,Scotland Premier League,Hibernian,23.7,31,19,180.6,193.0,170.2,163.8,203,141,69.23,30.77,0.0,Garry O'Connor,70.0,70.0,76.0,63.0,73.0,88.0,https://upload.wikimedia.org/wikipedia/commons/1/12/GarryOConnor_2009_pre-season_cropped.jpg,10424,11.0,419,20127
706,2011/2012,Scotland Premier League,Inverness Caledonian Thistle,22.6,32,18,181.5,193.0,170.2,169.8,192,141,76.92,23.08,0.0,Jonathan Hayes,70.0,76.0,82.0,70.0,81.0,62.0,https://upload.wikimedia.org/wikipedia/commons/e/ee/Jonathan_Hayes_2013.jpg,10425,10.0,252,20131
707,2011/2012,Scotland Premier League,Kilmarnock,24.6,33,16,181.6,193.0,167.6,167.5,198,141,76.0,24.0,0.0,James Dayton,69.0,74.5,89.0,81.0,71.0,53.0,0,40095,7.0,288,20137
708,2011/2012,Scotland Premier League,Motherwell,24.2,34,17,179.5,188.0,172.7,164.4,185,132,78.95,10.53,10.52,Jamie Murphy,71.0,81.0,83.0,73.0,85.0,70.0,https://upload.wikimedia.org/wikipedia/commons/4/48/Jamie_Murphy_-_Schottland_U-21_%281%29.jpg,10426,3.0,280,20167
709,2011/2012,Scotland Premier League,Rangers,24.6,33,18,181.6,193.0,170.2,166.9,207,137,70.37,25.93,3.7,Nikica Jelavic,76.0,81.0,79.0,58.0,80.0,84.0,https://upload.wikimedia.org/wikipedia/commons/8/88/Nikica_Jelavi%C4%87_with_West_Ham_United_in_2015.jpg,10427,2.0,191,20199
710,2011/2012,Scotland Premier League,St. Johnstone FC,26.8,35,22,181.9,193.0,165.1,166.0,192,141,75.0,25.0,0.0,Liam Craig,67.5,68.0,73.0,62.0,71.0,77.0,0,40096,6.0,750,20246
711,2011/2012,Scotland Premier League,St. Mirren,25.7,33,19,179.6,190.5,167.6,162.2,192,143,61.11,16.67,22.22,Steven Thompson,68.0,68.0,49.0,51.0,63.0,85.0,0,40097,8.0,320,20247
712,2011/2012,Spain LIGA BBVA,Athletic Club de Bilbao,23.7,32,18,182.7,195.6,170.2,166.3,198,139,78.95,21.05,0.0,Fernando Llorente,82.5,84.5,61.5,64.0,69.0,92.5,https://upload.wikimedia.org/wikipedia/commons/b/bf/Sev_tren_2016_%288%29.jpg,10251,10.0,257,20021
713,2011/2012,Spain LIGA BBVA,Atlético Madrid,25.1,32,19,180.0,188.0,172.7,164.1,183,150,75.0,25.0,0.0,Radamel Falcao,85.5,87.5,74.0,93.0,73.0,75.0,https://upload.wikimedia.org/wikipedia/commons/4/43/Radamel_Falcao_Garc%C3%ADa.jpg,10428,5.0,348,20022
714,2011/2012,Spain LIGA BBVA,CA Osasuna,26.3,35,20,182.3,193.0,170.2,168.1,194,146,77.27,22.73,0.0,Raul Garcia,76.5,79.0,64.0,58.0,76.0,78.0,https://upload.wikimedia.org/wikipedia/commons/d/d4/Ra%C3%BAl_Garc%C3%ADa_-_01.jpg,10429,7.0,280,20039
715,2011/2012,Spain LIGA BBVA,FC Barcelona,24.8,33,19,176.8,193.0,167.6,159.0,196,137,78.26,21.74,0.0,Lionel Messi,94.0,96.0,92.0,73.0,81.5,48.0,https://upload.wikimedia.org/wikipedia/commons/d/d9/Lionel_Messi_20180626_%28cropped%29.jpg,10133,2.0,279,20076
716,2011/2012,Spain LIGA BBVA,Getafe CF,26.2,35,19,180.2,188.0,175.3,164.6,179,150,77.27,22.73,0.0,Cata Diaz,78.5,78.5,44.0,81.0,63.0,90.0,https://upload.wikimedia.org/wikipedia/commons/b/b2/Cata_diaz_boca.jpg,10134,13.0,298,20110
717,2011/2012,Spain LIGA BBVA,Granada CF,26.0,32,20,181.8,188.0,172.7,171.6,192,157,81.82,13.64,4.54,Carlos Martins,77.5,77.5,69.0,68.0,55.0,42.0,https://upload.wikimedia.org/wikipedia/commons/5/5e/Argentine_-_Portugal_-_Carlos_Jorge_Neto_Martins.jpg,10430,17.0,279,20116
