season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength
2010/2011,Germany 1. Bundesliga,1. FC Kaiserslautern,24.5,31.0,19.0,182.9,193.0,170.2,172.6,198.0,139.0,71.43,28.57,0.0,Srdjan Lakic,73.5,77.5,74.5,77.0,67.0,75.5
2010/2011,Germany 1. Bundesliga,1. FC Köln,24.5,33.0,18.0,183.0,193.0,172.7,170.4,201.0,148.0,78.26,21.74,0.0,Lukas Podolski,81.0,87.0,87.0,68.0,72.0,71.0
2010/2011,Germany 1. Bundesliga,1. FC Nürnberg,22.9,33.0,17.0,182.2,193.0,170.2,176.0,194.0,157.0,70.0,30.0,0.0,Timmy Simons,74.0,81.0,65.0,70.0,73.0,76.0
2010/2011,Germany 1. Bundesliga,1. FSV Mainz 05,25.0,34.0,19.0,184.3,195.6,170.2,178.2,201.0,148.0,71.43,28.57,0.0,Andreas Ivanschitz,75.0,81.0,70.0,59.0,71.0,66.0
2010/2011,Germany 1. Bundesliga,Bayer 04 Leverkusen,25.2,36.0,19.0,186.2,195.6,175.3,179.7,203.0,154.0,82.35,17.65,0.0,Michael Ballack,83.0,86.0,72.0,81.5,77.0,86.0
2010/2011,Germany 1. Bundesliga,Borussia Dortmund,23.6,32.0,18.0,183.7,193.0,175.3,174.2,203.0,150.0,75.0,25.0,0.0,Lucas Barrios,81.0,84.0,80.0,78.0,72.0,77.5
2010/2011,Germany 1. Bundesliga,Borussia Mönchengladbach,25.3,31.0,19.0,185.3,193.0,177.8,180.2,203.0,154.0,78.26,21.74,0.0,Dante,78.0,82.0,75.0,80.0,74.0,83.0
2010/2011,Germany 1. Bundesliga,Eintracht Frankfurt,24.8,31.0,17.0,182.4,195.6,172.7,172.5,212.0,152.0,85.71,14.29,0.0,Theofanis Gekas,77.0,79.5,81.0,69.0,72.0,68.0
2010/2011,Germany 1. Bundesliga,FC Bayern Munich,26.0,33.0,20.0,182.8,198.1,170.2,174.7,209.0,146.0,66.67,33.33,0.0,Arjen Robben,87.0,89.0,91.0,56.0,71.0,65.0
2010/2011,Germany 1. Bundesliga,FC Schalke 04,23.6,34.0,16.0,182.2,195.6,175.3,171.2,203.0,141.0,80.0,20.0,0.0,Jefferson Farfan,81.5,85.0,85.5,56.0,80.5,77.0
2010/2011,Germany 1. Bundesliga,FC St. Pauli,25.6,32.0,20.0,183.3,193.0,175.3,177.2,214.0,152.0,81.82,18.18,0.0,Matthias Lehmann,73.0,77.0,72.0,66.0,77.0,75.5
2010/2011,Germany 1. Bundesliga,Hamburger SV,25.0,35.0,17.0,181.8,190.5,170.2,173.3,201.0,132.0,69.57,30.43,0.0,Mladen Petric,81.0,83.0,75.0,71.0,69.0,74.0
2010/2011,Germany 1. Bundesliga,Hannover 96,25.6,34.0,18.0,180.8,190.5,170.2,172.5,198.0,150.0,72.22,27.78,0.0,Didier Konan Ya,76.0,79.0,78.5,64.0,72.5,71.0
2010/2011,Germany 1. Bundesliga,SC Freiburg,25.7,32.0,20.0,184.3,193.0,175.3,171.3,194.0,150.0,71.43,28.57,0.0,Papiss Cisse,75.5,79.5,77.0,71.5,71.0,71.5
2010/2011,Germany 1. Bundesliga,SV Werder Bremen,24.9,33.0,18.0,185.8,198.1,170.2,178.8,214.0,141.0,85.71,14.29,0.0,Per Mertesacker,82.5,85.0,63.5,77.0,79.0,85.0
2010/2011,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.2,32.0,18.0,184.3,195.6,170.2,175.3,209.0,148.0,61.9,38.1,0.0,Josip Simunic,80.0,83.0,71.0,80.5,67.0,84.0
2010/2011,Germany 1. Bundesliga,VfB Stuttgart,24.5,33.0,20.0,181.2,193.0,165.1,172.2,201.0,143.0,68.0,28.0,4.0,Cacau,78.5,81.0,82.0,75.0,73.0,66.0
2010/2011,Germany 1. Bundesliga,VfL Wolfsburg,25.2,31.0,18.0,183.8,193.0,170.2,172.8,203.0,146.0,90.0,10.0,0.0,Edin Dzeko,84.5,89.0,82.0,81.0,74.0,78.0
2010/2011,Italy Serie A,Bari,25.3,34.0,17.0,180.2,190.5,167.6,165.1,198.0,132.0,82.76,17.24,0.0,Barreto,77.5,83.0,85.0,71.0,79.0,65.5
2010/2011,Italy Serie A,Bologna,25.1,34.0,19.0,183.1,193.0,172.7,169.9,185.0,150.0,72.73,22.73,4.55,Marco Di Vaio,78.5,82.0,81.0,67.0,69.0,68.5
2010/2011,Italy Serie A,Brescia,27.7,36.0,19.0,180.5,193.0,167.6,164.4,190.0,143.0,77.27,22.73,0.0,Cristiano Zanetti,75.0,84.0,63.5,65.0,61.0,73.0
2010/2011,Italy Serie A,Cagliari,25.2,31.0,18.0,180.8,190.5,170.2,161.9,185.0,139.0,82.35,17.65,0.0,Andrea Cossu,77.5,80.0,80.5,60.0,72.0,60.5
2010/2011,Italy Serie A,Catania,25.7,32.0,20.0,181.6,193.0,165.1,169.3,198.0,146.0,77.78,22.22,0.0,Maxi Lopez,78.0,83.0,78.0,75.0,76.0,81.0
2010/2011,Italy Serie A,Cesena,26.0,33.0,19.0,181.1,190.5,167.6,167.0,196.0,132.0,85.71,14.29,0.0,Alessandro Rosina,76.0,85.0,85.0,67.0,76.0,66.0
2010/2011,Italy Serie A,Chievo Verona,27.6,34.0,23.0,182.4,190.5,172.7,170.5,196.0,154.0,54.55,40.91,4.55,Sergio Pellissier,77.5,80.0,81.5,68.0,73.5,72.0
2010/2011,Italy Serie A,Fiorentina,25.9,33.0,17.0,183.1,193.0,172.7,171.3,201.0,157.0,77.27,22.73,0.0,Juan Vargas,80.5,84.5,82.5,70.0,82.0,83.0
2010/2011,Italy Serie A,Genoa,25.9,34.0,19.0,182.8,195.6,175.3,168.5,194.0,150.0,79.17,20.83,0.0,Andrea Ranocchia,78.5,88.0,71.5,81.5,73.0,82.0
2010/2011,Italy Serie A,Inter,26.6,36.0,18.0,181.0,195.6,170.2,170.5,203.0,150.0,70.83,29.17,0.0,Wesley Sneijder,86.0,88.0,76.5,58.0,80.0,68.0
2010/2011,Italy Serie A,Juventus,26.4,35.0,18.0,184.9,193.0,175.3,176.1,194.0,157.0,85.19,14.81,0.0,Giorgio Chiellini,85.0,90.0,81.0,86.0,77.0,87.0
2010/2011,Italy Serie A,Lazio,27.2,34.0,19.0,180.2,193.0,167.6,169.9,196.0,148.0,80.95,19.05,0.0,Hernanes,80.5,86.0,74.0,69.0,75.5,72.5
2010/2011,Italy Serie A,Lecce,25.8,34.0,18.0,181.8,190.5,170.2,173.4,190.0,150.0,79.17,12.5,8.33,Guillermo Giacomazzi,72.0,76.0,64.5,74.0,70.5,76.5
2010/2011,Italy Serie A,Milan,28.0,36.0,18.0,181.8,195.6,172.7,169.5,209.0,132.0,85.71,14.29,0.0,Zlatan Ibrahimovic,85.5,90.5,81.0,80.5,74.0,88.0
2010/2011,Italy Serie A,Napoli,26.5,34.0,18.0,179.8,188.0,170.2,165.8,187.0,141.0,77.27,22.73,0.0,Marek Hamsik,82.5,88.0,83.0,74.0,78.0,69.0
2010/2011,Italy Serie A,Palermo,24.0,34.0,18.0,183.2,193.0,167.6,171.5,198.0,154.0,72.73,27.27,0.0,Fabrizio Miccoli,83.0,84.5,83.0,56.0,70.0,67.5
2010/2011,Italy Serie A,Parma,27.0,34.0,19.0,180.3,190.5,165.1,167.0,194.0,130.0,60.0,40.0,0.0,Amauri,77.5,83.5,76.0,86.5,78.5,84.5
2010/2011,Italy Serie A,Roma,28.7,33.0,23.0,181.9,188.0,170.2,171.2,183.0,143.0,77.78,22.22,0.0,Daniele De Rossi,83.0,86.0,76.0,81.0,87.0,79.0
2010/2011,Italy Serie A,Sampdoria,25.0,32.0,18.0,180.4,185.4,172.7,166.5,187.0,148.0,87.5,12.5,0.0,Antonio Cassano,83.5,86.0,75.0,55.0,74.0,70.0
2010/2011,Italy Serie A,Udinese,24.6,32.0,19.0,180.9,190.5,170.2,170.6,203.0,137.0,77.78,22.22,0.0,Antonio Di Natale,84.0,86.0,83.0,63.5,75.5,65.0
2010/2011,Netherlands Eredivisie,ADO Den Haag,24.9,31.0,19.0,182.7,190.5,170.2,170.9,187.0,154.0,66.67,33.33,0.0,Wesley Verhoek,70.5,73.5,82.5,60.0,68.0,71.0
2010/2011,Netherlands Eredivisie,AZ,23.2,31.0,19.0,183.0,193.0,175.3,171.7,201.0,146.0,50.0,50.0,0.0,Hector Moreno,75.0,84.0,74.0,80.0,76.5,70.5
2010/2011,Netherlands Eredivisie,Ajax,23.2,35.0,18.0,179.7,188.0,167.6,166.2,190.0,143.0,66.67,33.33,0.0,Luis Suarez,82.0,88.0,78.0,71.0,82.5,77.5
2010/2011,Netherlands Eredivisie,De Graafschap,24.1,33.0,18.0,180.9,190.5,170.2,168.5,192.0,141.0,81.82,18.18,0.0,Youssouf Hersi,68.0,68.0,81.0,67.0,76.0,57.0
2010/2011,Netherlands Eredivisie,Excelsior,22.0,30.0,18.0,182.9,195.6,167.6,167.9,196.0,128.0,71.43,28.57,0.0,Geert Arend Roorda,68.0,75.5,71.0,73.0,65.0,75.0
2010/2011,Netherlands Eredivisie,FC Groningen,22.8,27.0,18.0,184.9,195.6,177.8,175.6,192.0,161.0,72.22,27.78,0.0,Andreas Granqvist,76.5,82.0,72.0,80.0,77.0,81.0
2010/2011,Netherlands Eredivisie,FC Twente,23.8,34.0,18.0,181.7,195.6,170.2,171.9,209.0,143.0,52.38,42.86,0.0,Bryan Ruiz,81.0,87.0,77.0,76.0,78.0,72.0
2010/2011,Netherlands Eredivisie,FC Utrecht,23.4,32.0,18.0,181.6,193.0,170.2,170.0,214.0,134.0,60.87,39.13,0.0,Dries Mertens,75.5,81.5,77.5,56.5,74.5,57.0
2010/2011,Netherlands Eredivisie,Feyenoord,22.0,31.0,17.0,179.7,188.0,170.2,163.7,176.0,148.0,71.43,28.57,0.0,Ron Vlaar,75.5,82.0,68.0,78.0,75.0,87.0
2010/2011,Netherlands Eredivisie,Heracles Almelo,24.6,34.0,18.0,181.8,193.0,170.2,167.0,196.0,146.0,58.82,41.18,0.0,Willy Overtoom,70.5,76.0,82.0,51.0,77.0,48.0
2010/2011,Netherlands Eredivisie,N.E.C.,23.3,29.0,19.0,179.9,190.5,172.7,167.9,183.0,148.0,52.94,47.06,0.0,Lasse Schoene,73.0,78.0,74.0,54.0,70.0,56.0
2010/2011,Netherlands Eredivisie,NAC Breda,26.5,35.0,18.0,181.1,193.0,170.2,171.5,194.0,152.0,57.14,42.86,0.0,Santiago Leonardo,72.5,72.0,82.0,52.0,68.0,52.0
2010/2011,Netherlands Eredivisie,PSV,23.8,32.0,17.0,184.1,198.1,172.7,176.7,205.0,159.0,68.42,31.58,0.0,Balazs Dzsudzsak,80.0,84.0,79.5,49.0,76.0,65.0
2010/2011,Netherlands Eredivisie,Roda JC Kerkrade,27.2,31.0,21.0,181.8,190.5,170.2,168.9,179.0,150.0,68.75,31.25,0.0,Mads Junker,73.5,75.5,75.0,74.5,76.0,71.0
2010/2011,Netherlands Eredivisie,SC Heerenveen,23.6,30.0,18.0,182.0,195.6,172.7,164.6,192.0,139.0,65.0,35.0,0.0,Roy Beerens,74.5,82.0,83.0,58.0,74.0,52.0
2010/2011,Netherlands Eredivisie,VVV-Venlo,23.2,34.0,17.0,180.2,193.0,167.6,161.8,194.0,141.0,80.0,20.0,0.0,Patrick Paauwe,70.0,78.0,55.0,70.0,77.0,73.0
2010/2011,Netherlands Eredivisie,Vitesse,22.5,29.0,17.0,182.4,193.0,170.2,169.3,198.0,148.0,76.0,24.0,0.0,Marcus Pedersen,73.5,82.0,76.0,82.0,76.0,77.0
2010/2011,Netherlands Eredivisie,Willem II,23.2,32.0,18.0,181.9,195.6,175.3,170.3,201.0,139.0,69.57,26.09,4.35,Evgeny Levchenko,68.0,74.0,67.5,64.0,71.5,69.0
2010/2011,Poland Ekstraklasa,Arka Gdynia,23.2,26.0,19.0,177.8,182.9,175.3,163.0,176.0,152.0,75.0,25.0,0.0,Marciano Bruma,60.5,66.5,72.5,66.5,73.5,70.5
2010/2011,Poland Ekstraklasa,Cracovia,24.9,33.0,20.0,183.1,195.6,170.2,167.4,190.0,141.0,72.73,18.18,9.09,Saidi Ntibazonkiza,67.5,74.5,87.0,64.5,70.5,53.5
2010/2011,Poland Ekstraklasa,GKS Bełchatów,23.6,27.0,20.0,179.1,185.4,170.2,159.6,179.0,148.0,62.5,37.5,0.0,Mateusz Cetnarski,66.0,73.0,64.0,32.0,67.0,39.0
2010/2011,Poland Ekstraklasa,Jagiellonia Białystok,23.8,35.0,17.0,178.8,188.0,167.6,165.6,187.0,143.0,90.0,10.0,0.0,Kamil Grosicki,66.0,72.5,86.5,57.0,65.0,56.0
2010/2011,Poland Ekstraklasa,Korona Kielce,25.1,32.0,18.0,181.6,190.5,170.2,168.1,194.0,143.0,66.67,33.33,0.0,Pawel Golanski,70.0,73.0,74.0,52.0,71.0,74.0
2010/2011,Poland Ekstraklasa,Lech Poznań,25.3,33.0,18.0,180.7,188.0,172.7,166.3,185.0,143.0,68.42,31.58,0.0,Manuel Arboleda,75.5,78.5,78.0,86.0,80.5,88.0
2010/2011,Poland Ekstraklasa,Lechia Gdańsk,24.9,33.0,17.0,180.8,188.0,170.2,166.5,183.0,143.0,70.0,30.0,0.0,Marek Zienczuk,71.0,73.0,73.0,72.0,71.0,86.0
2010/2011,Poland Ekstraklasa,Legia Warszawa,23.8,29.0,17.0,182.5,188.0,170.2,171.6,192.0,150.0,83.33,16.67,0.0,Manu,70.0,73.0,84.0,51.0,71.0,57.0
2010/2011,Poland Ekstraklasa,P. Warszawa,25.3,32.0,19.0,182.2,190.5,170.2,168.1,190.0,148.0,73.33,20.0,6.67,Tomasz Jodlowiec,71.0,77.5,67.5,65.5,70.0,78.5
2010/2011,Poland Ekstraklasa,Polonia Bytom,24.3,29.0,19.0,182.5,188.0,172.7,169.9,183.0,143.0,66.67,27.78,5.56,Adam Banas,62.0,64.0,67.0,64.0,70.0,69.0
2010/2011,Poland Ekstraklasa,Ruch Chorzów,26.4,34.0,20.0,183.1,193.0,170.2,170.9,201.0,152.0,63.64,36.36,0.0,Marek Zienczuk,71.0,73.0,73.0,72.0,71.0,86.0
2010/2011,Poland Ekstraklasa,Widzew Łódź,24.8,31.0,18.0,181.7,193.0,172.7,169.4,187.0,150.0,69.23,30.77,0.0,Riku Riski,67.0,73.0,69.0,45.0,74.0,46.0
2010/2011,Poland Ekstraklasa,Wisła Kraków,25.7,33.0,21.0,181.9,195.6,170.2,168.9,201.0,150.0,61.11,33.33,5.56,Pawel Brozek,73.5,79.0,69.0,58.0,64.0,63.0
2010/2011,Poland Ekstraklasa,Zagłębie Lubin,21.9,29.0,17.0,179.8,193.0,165.1,163.5,190.0,137.0,100.0,0.0,0.0,Csaba Horvath,63.5,67.0,66.0,79.0,66.0,83.0
2010/2011,Poland Ekstraklasa,Śląsk Wrocław,25.2,28.0,22.0,182.6,190.5,175.3,166.9,190.0,139.0,70.0,30.0,0.0,Przemyslaw Kazmierczak,68.5,73.5,69.5,72.5,74.5,84.5
2010/2011,Portugal Liga ZON Sagres,Académica de Coimbra,25.0,32.0,18.0,178.5,185.4,165.1,164.7,185.0,143.0,76.19,23.81,0.0,Diogo Valente,73.0,77.0,76.0,71.0,73.0,71.0
2010/2011,Portugal Liga ZON Sagres,CD Nacional,24.6,32.0,20.0,181.1,190.5,172.7,169.4,187.0,157.0,73.68,26.32,0.0,Thiago Gentil,70.5,75.0,74.0,66.0,70.5,70.5
2010/2011,Portugal Liga ZON Sagres,CS Marítimo,25.5,31.0,20.0,179.9,193.0,170.2,164.0,194.0,139.0,89.47,10.53,0.0,Kleber Pinheiro,73.0,80.0,73.0,80.0,73.0,77.0
2010/2011,Portugal Liga ZON Sagres,FC Paços de Ferreira,24.5,35.0,18.0,180.3,193.0,165.1,164.6,187.0,123.0,68.42,31.58,0.0,Filipe Anunciacao,69.0,72.5,72.0,75.0,76.0,76.0
2010/2011,Portugal Liga ZON Sagres,FC Porto,23.6,29.0,18.0,180.0,190.5,170.2,168.8,187.0,134.0,75.0,25.0,0.0,Hulk,83.5,88.0,86.5,67.0,78.0,85.5
2010/2011,Portugal Liga ZON Sagres,Naval 1° de Maio,24.9,28.0,21.0,180.7,190.5,165.1,166.3,187.0,137.0,75.0,25.0,0.0,Marinho,70.5,74.0,80.0,60.0,67.0,59.0
2010/2011,Portugal Liga ZON Sagres,Portimonense,25.1,35.0,18.0,180.5,193.0,170.2,167.7,190.0,139.0,77.78,22.22,0.0,Pedro Silva,71.0,75.0,77.0,71.0,74.0,77.0
2010/2011,Portugal Liga ZON Sagres,Rio Ave FC,26.6,35.0,19.0,181.0,190.5,170.2,169.7,190.0,132.0,77.78,22.22,0.0,Bruno Vilela Gama,74.0,81.0,80.0,57.0,74.0,67.0
2010/2011,Portugal Liga ZON Sagres,S.C. Olhanense,26.9,34.0,20.0,181.7,193.0,165.1,169.1,196.0,141.0,78.95,21.05,0.0,Toy Costa,69.0,75.0,78.0,75.0,71.0,70.0
2010/2011,Portugal Liga ZON Sagres,SC Beira Mar,24.2,33.0,18.0,182.9,188.0,175.3,168.3,179.0,159.0,84.62,15.38,0.0,Rui Varela,69.0,74.0,76.0,67.0,71.0,68.0
2010/2011,Portugal Liga ZON Sagres,SC Braga,25.8,32.0,19.0,179.9,188.0,167.6,164.6,194.0,137.0,73.08,26.92,0.0,Alan,78.0,80.0,85.0,67.0,75.0,75.0
2010/2011,Portugal Liga ZON Sagres,SL Benfica,24.1,31.0,19.0,181.1,193.0,167.6,169.5,203.0,137.0,72.73,27.27,0.0,Pablo Aimar,82.5,87.0,80.0,64.0,72.5,59.5
2010/2011,Portugal Liga ZON Sagres,Sporting CP,26.1,32.0,18.0,178.4,193.0,170.2,163.5,190.0,134.0,71.43,28.57,0.0,Liedson,80.0,82.0,81.0,77.0,77.0,60.0
2010/2011,Portugal Liga ZON Sagres,"União de Leiria, SAD",26.0,33.0,19.0,179.7,188.0,170.2,167.3,190.0,143.0,80.95,19.05,0.0,Manuel Silas,72.0,74.0,74.0,72.0,76.0,71.0
2010/2011,Portugal Liga ZON Sagres,Vitória Guimarães,25.4,33.0,18.0,180.6,190.5,172.7,168.1,194.0,148.0,76.19,23.81,0.0,Bruno Pereirinha,74.0,78.0,84.0,76.0,76.0,49.0
2010/2011,Portugal Liga ZON Sagres,Vitória Setúbal,26.6,34.0,20.0,182.9,193.0,172.7,170.4,196.0,137.0,83.33,16.67,0.0,Neca,72.5,78.5,73.0,66.0,68.0,67.0
2010/2011,Scotland Premier League,Aberdeen,23.1,33.0,16.0,180.5,190.5,170.2,161.4,203.0,132.0,68.0,32.0,0.0,Paul Hartley,71.5,78.0,64.0,54.0,71.0,74.0
2010/2011,Scotland Premier League,Celtic,24.9,33.0,18.0,181.1,193.0,167.6,167.4,209.0,141.0,69.57,30.43,0.0,Efrain Juarez,76.5,83.0,80.5,67.0,80.0,76.5
2010/2011,Scotland Premier League,Dundee United,23.4,35.0,18.0,181.4,193.0,167.6,165.2,194.0,130.0,85.0,15.0,0.0,David Goodwillie,74.5,83.0,83.0,62.0,83.0,76.0
2010/2011,Scotland Premier League,Hamilton Academical FC,24.0,34.0,17.0,181.3,193.0,167.6,163.4,187.0,139.0,70.37,29.63,0.0,Marco Paixao,67.0,66.0,73.0,62.0,79.0,66.0
2010/2011,Scotland Premier League,Heart of Midlothian,23.8,30.0,18.0,181.3,190.5,167.6,164.8,190.0,137.0,75.0,20.83,4.17,Andrew Driver,74.5,84.5,81.5,54.0,64.0,67.0
2010/2011,Scotland Premier League,Hibernian,24.4,31.0,18.0,181.9,193.0,170.2,166.3,203.0,137.0,64.29,28.57,7.14,Anthony Stokes,75.5,80.0,76.0,78.0,72.0,82.0
2010/2011,Scotland Premier League,Inverness Caledonian Thistle,23.9,33.0,18.0,179.3,190.5,170.2,164.1,190.0,141.0,85.71,14.29,0.0,Adam Rooney,69.0,74.0,73.5,76.0,78.0,75.5
2010/2011,Scotland Premier League,Kilmarnock,24.2,32.0,18.0,179.3,190.5,170.2,163.3,194.0,132.0,68.42,31.58,0.0,Alexei Jr Eremenko,71.0,79.0,69.0,58.0,66.0,68.5
2010/2011,Scotland Premier League,Motherwell,24.0,33.0,19.0,181.0,188.0,172.7,166.0,196.0,141.0,60.0,40.0,0.0,John Sutton,71.0,74.0,66.0,84.0,75.0,84.0
2010/2011,Scotland Premier League,Rangers,25.4,40.0,18.0,182.3,193.0,170.2,170.9,207.0,141.0,86.96,13.04,0.0,Madjid Bougherra,78.5,80.0,82.0,77.0,76.0,84.0
2010/2011,Scotland Premier League,St. Johnstone FC,25.8,34.0,16.0,180.1,190.5,165.1,163.7,192.0,132.0,84.0,16.0,0.0,Murray Davidson,68.0,72.0,63.0,67.0,68.0,72.0
2010/2011,Scotland Premier League,St. Mirren,26.2,33.0,18.0,178.6,190.5,167.6,159.2,192.0,130.0,70.0,20.0,5.0,John Potter,69.5,76.0,69.0,86.0,75.0,82.5
2010/2011,Spain LIGA BBVA,Athletic Club de Bilbao,24.4,33.0,17.0,181.8,195.6,167.6,165.9,198.0,139.0,71.43,28.57,0.0,Fernando Llorente,82.5,85.0,76.0,86.0,72.0,92.5
2010/2011,Spain LIGA BBVA,Atlético Madrid,24.8,32.0,18.0,180.3,188.0,172.7,167.4,187.0,154.0,76.47,23.53,0.0,Diego Forlan,86.0,88.0,82.5,80.0,76.5,77.0
2010/2011,Spain LIGA BBVA,CA Osasuna,28.0,34.0,24.0,181.8,193.0,170.2,168.5,194.0,150.0,90.48,9.52,0.0,Javad Nekounam,77.5,83.0,70.0,76.5,80.5,79.0
2010/2011,Spain LIGA BBVA,FC Barcelona,24.1,32.0,18.0,177.1,193.0,167.6,160.9,196.0,137.0,65.22,34.78,0.0,Lionel Messi,90.0,94.5,88.0,64.0,76.0,59.0
2010/2011,Spain LIGA BBVA,Getafe CF,25.3,34.0,19.0,181.2,188.0,172.7,165.9,187.0,150.0,71.43,28.57,0.0,Cata Diaz,78.5,84.5,66.0,76.0,71.5,87.0
2010/2011,Spain LIGA BBVA,Hércules Club de Fútbol,28.4,34.0,23.0,178.9,190.5,167.6,166.7,192.0,141.0,73.68,26.32,0.0,David Trezeguet,77.0,76.0,63.0,62.0,59.0,78.0
2010/2011,Spain LIGA BBVA,Levante UD,26.9,34.0,20.0,182.0,195.6,167.6,170.8,205.0,141.0,66.67,33.33,0.0,Asier del Horno,74.5,84.0,77.0,75.0,77.0,73.5
2010/2011,Spain LIGA BBVA,Málaga CF,25.1,32.0,17.0,179.7,188.0,170.2,165.7,192.0,139.0,80.0,20.0,0.0,Martin Demichelis,79.5,85.0,61.5,83.0,63.0,86.0
2010/2011,Spain LIGA BBVA,RC Deportivo de La Coruña,25.8,35.0,20.0,179.9,188.0,165.1,167.2,196.0,148.0,82.14,17.86,0.0,Andres Guardado,80.5,87.5,85.5,56.0,79.5,61.0
2010/2011,Spain LIGA BBVA,RCD Espanyol,23.6,31.0,18.0,179.9,185.4,175.3,166.0,183.0,157.0,77.78,22.22,0.0,Pablo Osvaldo,77.5,85.0,77.5,79.0,78.0,82.5
2010/2011,Spain LIGA BBVA,RCD Mallorca,24.6,35.0,20.0,179.7,188.0,172.7,167.7,181.0,152.0,65.0,35.0,0.0,Jose Carlos Nunes,78.0,79.0,70.0,79.0,80.0,80.0
2010/2011,Spain LIGA BBVA,Racing Santander,25.4,35.0,18.0,180.8,193.0,167.6,168.6,203.0,146.0,63.64,36.36,0.0,Giovani dos Santos,77.0,85.0,83.5,60.0,68.0,60.5
2010/2011,Spain LIGA BBVA,Real Madrid CF,24.2,32.0,19.0,183.6,190.5,172.7,171.7,198.0,143.0,83.33,16.67,0.0,Cristiano Ronaldo,89.0,93.5,94.0,91.0,85.0,80.0
2010/2011,Spain LIGA BBVA,Real Sociedad,25.0,32.0,19.0,182.2,193.0,172.7,168.5,185.0,148.0,71.43,28.57,0.0,Xabier Prieto,77.0,81.0,70.0,56.0,70.0,61.0
2010/2011,Spain LIGA BBVA,Real Sporting de Gijón,26.5,34.0,21.0,179.3,188.0,167.6,164.3,187.0,146.0,80.95,19.05,0.0,Diego Castro,78.0,79.0,85.0,65.0,73.0,59.0
2010/2011,Spain LIGA BBVA,Real Zaragoza,26.2,33.0,19.0,182.3,195.6,172.7,169.0,196.0,150.0,76.19,23.81,0.0,Angel Lafita,76.5,81.0,78.5,58.0,71.0,64.0
2010/2011,Spain LIGA BBVA,Sevilla FC,24.5,32.0,19.0,179.9,195.6,170.2,164.8,201.0,132.0,69.23,30.77,0.0,Jesus Navas,84.0,91.0,90.0,64.0,75.0,59.0
2010/2011,Spain LIGA BBVA,UD Almería,25.0,32.0,19.0,178.8,188.0,162.6,166.2,190.0,139.0,75.0,25.0,0.0,Pablo Piatti,78.5,86.0,88.0,81.0,78.0,55.0
2010/2011,Spain LIGA BBVA,Valencia CF,26.6,32.0,21.0,180.3,190.5,170.2,167.7,185.0,139.0,76.19,23.81,0.0,Juan Mata,82.0,88.0,81.0,71.0,79.0,58.0
2010/2011,Spain LIGA BBVA,Villarreal CF,24.8,33.0,19.0,178.9,185.4,167.6,164.4,183.0,146.0,61.9,38.1,0.0,Giuseppe Rossi,82.0,86.0,84.0,63.0,74.0,59.0
2010/2011,Switzerland Super League,AC Bellinzona,27.0,36.0,18.0,180.1,190.5,170.2,163.2,194.0,146.0,80.95,19.05,0.0,Mauro Lustrinelli,65.0,74.0,68.0,53.0,59.0,63.0
2010/2011,Switzerland Super League,BSC Young Boys,24.0,32.0,18.0,181.4,190.5,170.2,170.4,198.0,143.0,57.89,42.11,0.0,Christoph Spycher,71.5,79.0,73.0,70.0,77.0,73.0
2010/2011,Switzerland Super League,FC Basel,24.0,34.0,17.0,182.2,195.6,170.2,170.4,198.0,139.0,73.91,26.09,0.0,Alexander Frei,77.0,82.0,70.0,72.0,66.0,71.0
2010/2011,Switzerland Super League,FC Luzern,24.6,33.0,19.0,181.0,193.0,172.7,166.8,194.0,148.0,84.21,15.79,0.0,Hakan Yakin,74.0,78.0,67.0,65.0,60.0,69.0
2010/2011,Switzerland Super League,FC Sion,25.1,34.0,19.0,183.0,193.0,170.2,165.9,192.0,150.0,64.71,35.29,0.0,Dragan Mrdja,72.0,78.0,80.0,78.0,71.0,83.0
2010/2011,Switzerland Super League,FC St. Gallen,24.5,35.0,19.0,180.9,195.6,170.2,167.8,192.0,143.0,78.26,21.74,0.0,Jose Goncalves,68.0,78.0,73.0,72.0,66.0,76.0
2010/2011,Switzerland Super League,FC Thun,24.8,34.0,19.0,180.2,193.0,172.7,165.5,192.0,150.0,70.59,29.41,0.0,Marc Schneider,65.0,69.5,64.0,65.0,70.0,68.0
2010/2011,Switzerland Super League,FC Zürich,23.5,31.0,17.0,182.7,193.0,170.2,171.1,201.0,148.0,69.57,30.43,0.0,Yassine Chikhaoui,72.0,83.0,76.0,61.0,56.0,57.0
2010/2011,Switzerland Super League,Grasshopper Club Zürich,23.0,35.0,18.0,180.0,190.5,170.2,167.0,198.0,143.0,60.87,39.13,0.0,Boris Smiljanic,70.0,74.0,59.0,74.0,60.0,80.0
2010/2011,Switzerland Super League,Neuchâtel Xamax,24.4,32.0,18.0,180.1,188.0,172.7,167.5,187.0,154.0,72.22,22.22,5.56,Sander Keller,67.0,70.5,65.5,78.0,72.5,69.5
2011/2012,Belgium Jupiler League,Beerschot AC,25.7,38.0,17.0,182.7,193.0,172.7,175.1,190.0,148.0,68.42,31.58,0.0,Hernan Losada,72.0,72.0,65.0,72.5,69.5,47.5
