season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength
2011/2012,Spain LIGA BBVA,Valencia CF,25.4,33.0,18.0,179.8,190.5,162.6,167.4,194.0,139.0,69.57,30.43,0.0,Roberto Soldado,83.0,85.5,76.5,80.0,75.0,76.0
2011/2012,Spain LIGA BBVA,Villarreal CF,25.3,34.0,20.0,178.4,188.0,170.2,162.3,181.0,137.0,63.64,36.36,0.0,Giuseppe Rossi,84.5,87.0,82.5,67.0,71.0,58.0
2011/2012,Switzerland Super League,BSC Young Boys,24.2,33.0,18.0,181.5,190.5,172.7,171.4,194.0,157.0,66.67,29.17,4.17,Josh Simpson,74.0,76.0,84.0,72.0,71.0,62.0
2011/2012,Switzerland Super League,FC Basel,24.3,35.0,18.0,181.5,195.6,170.2,169.3,198.0,139.0,66.67,25.0,8.33,Alexander Frei,77.5,77.5,65.5,72.5,63.0,72.0
2011/2012,Switzerland Super League,FC Lausanne-Sports,24.6,32.0,17.0,180.8,193.0,170.2,165.9,194.0,137.0,77.27,18.18,0.0,Sebastian Meoli,81.0,87.0,88.5,45.0,69.0,26.5
2011/2012,Switzerland Super League,FC Luzern,24.8,34.0,18.0,180.1,193.0,170.2,164.4,194.0,137.0,70.0,30.0,0.0,Hakan Yakin,73.0,73.0,50.0,65.0,55.0,70.0
2011/2012,Switzerland Super League,FC Sion,25.5,35.0,20.0,183.0,193.0,175.3,168.1,198.0,150.0,59.26,40.74,0.0,Giovanni Sio,72.0,80.0,91.0,66.5,75.5,61.5
2011/2012,Switzerland Super League,FC Thun,25.2,35.0,18.0,179.2,188.0,172.7,163.2,183.0,146.0,68.18,31.82,0.0,Saif Ghezal,69.0,70.0,65.0,83.5,61.0,78.0
2011/2012,Switzerland Super League,FC Zürich,23.1,32.0,18.0,182.1,190.5,170.2,170.0,192.0,148.0,65.52,34.48,0.0,Dusan Djuric,74.0,80.0,72.5,66.5,71.5,69.5
2011/2012,Switzerland Super League,Grasshopper Club Zürich,23.0,34.0,18.0,179.0,190.5,170.2,165.1,198.0,143.0,78.26,21.74,0.0,Daniel de Ridder,69.5,73.0,70.5,68.5,65.5,55.0
2011/2012,Switzerland Super League,Neuchâtel Xamax,23.7,31.0,19.0,181.1,188.0,172.7,168.3,187.0,154.0,70.59,29.41,0.0,David Navarro,74.5,74.5,68.5,76.0,53.5,78.0
2011/2012,Switzerland Super League,Servette FC,24.7,33.0,18.0,181.4,193.0,170.2,165.9,198.0,141.0,76.19,23.81,0.0,Carlos Saleiro,70.0,76.0,65.5,70.5,74.5,70.5
2012/2013,Belgium Jupiler League,Beerschot AC,23.8,32.0,17.0,181.8,198.1,172.7,169.7,201.0,134.0,66.67,33.33,0.0,Hernan Losada,71.0,71.0,64.2,63.0,65.6,49.6
2012/2013,Belgium Jupiler League,Club Brugge KV,25.0,33.0,18.0,181.6,193.0,172.7,169.7,201.0,139.0,76.92,23.08,0.0,Carlos Bacca,73.6,74.6,84.2,69.6,69.4,68.8
2012/2013,Belgium Jupiler League,KAA Gent,24.5,34.0,17.0,181.4,190.5,172.7,169.0,190.0,132.0,75.0,25.0,0.0,Ilombe Mboyo,71.6,73.8,75.3,75.4,76.9,82.7
2012/2013,Belgium Jupiler League,KRC Genk,24.1,31.0,17.0,182.4,195.6,170.2,168.0,196.0,146.0,86.36,13.64,0.0,Kara Mbodji,75.0,81.3,72.3,79.3,85.3,89.0
2012/2013,Belgium Jupiler League,KSV Cercle Brugge,25.3,34.0,19.0,183.7,198.1,167.6,170.2,198.0,143.0,75.0,25.0,0.0,Eidur Gudjohnsen,72.0,72.0,59.0,59.0,55.8,68.0
2012/2013,Belgium Jupiler League,KV Kortrijk,25.1,31.0,19.0,181.8,188.0,172.7,168.4,187.0,152.0,68.42,31.58,0.0,Ervin Zukanovic,69.5,72.5,54.5,54.8,66.5,82.0
2012/2013,Belgium Jupiler League,KV Mechelen,24.4,32.0,18.0,182.2,195.6,170.2,169.5,196.0,141.0,68.18,31.82,0.0,Mads Junker,70.7,70.7,70.7,56.3,73.3,70.7
2012/2013,Belgium Jupiler League,Lierse SK,24.2,31.0,19.0,180.1,193.0,165.1,164.6,198.0,137.0,72.0,24.0,0.0,Dolly Menga,67.0,74.7,91.4,77.7,54.3,61.4
2012/2013,Belgium Jupiler League,Oud-Heverlee Leuven,26.4,32.0,19.0,183.4,195.6,172.7,168.2,198.0,139.0,65.0,35.0,0.0,Ebrahima Ibou Sawaneh,70.2,72.2,81.0,81.6,70.0,64.0
2012/2013,Belgium Jupiler League,RAEC Mons,26.6,31.0,19.0,181.2,188.0,165.1,171.0,187.0,143.0,60.87,39.13,0.0,Jeremy Perbet,71.2,71.3,64.2,62.5,67.3,74.2
2012/2013,Belgium Jupiler League,RSC Anderlecht,25.1,32.0,18.0,183.7,193.0,172.7,169.6,207.0,139.0,80.95,19.05,0.0,Dieumerci Mbokani,78.3,79.0,84.0,82.7,79.0,82.3
2012/2013,Belgium Jupiler League,SV Zulte-Waregem,23.1,31.0,17.0,179.3,193.0,167.6,160.1,187.0,132.0,70.0,25.0,0.0,Franck Berrier,73.5,73.5,67.0,64.0,67.0,36.0
2012/2013,Belgium Jupiler League,Sporting Charleroi,23.6,28.0,18.0,181.8,195.6,167.6,168.0,192.0,137.0,68.0,28.0,0.0,Herve Kage,67.2,71.3,76.5,71.7,66.0,63.0
2012/2013,Belgium Jupiler League,Sporting Lokeren,25.4,34.0,18.0,180.8,190.5,170.2,170.2,192.0,148.0,55.0,45.0,0.0,Benjamin De Ceulaer,72.3,72.3,79.7,62.3,74.7,55.0
2012/2013,Belgium Jupiler League,Standard de Liège,22.8,30.0,18.0,180.7,190.5,170.2,169.3,198.0,143.0,60.71,35.71,0.0,Jelle van Damme,73.0,73.3,74.3,84.7,95.0,92.0
2012/2013,Belgium Jupiler League,Waasland-Beveren,25.8,34.0,19.0,181.5,188.0,172.7,167.9,190.0,143.0,81.48,18.52,0.0,Christophe Lepoint,68.4,69.2,72.6,66.6,85.0,84.4
2012/2013,England Premier League,Arsenal,24.7,31.0,18.0,180.5,198.1,167.6,161.7,198.0,141.0,68.42,31.58,0.0,Santi Cazorla,84.3,85.6,75.0,69.0,76.0,59.0
2012/2013,England Premier League,Aston Villa,23.1,28.0,20.0,179.9,190.5,170.2,164.1,183.0,132.0,69.57,30.43,0.0,Darren Bent,81.2,81.2,87.4,78.0,67.0,69.0
2012/2013,England Premier League,Chelsea,24.8,34.0,17.0,181.4,193.0,170.2,172.9,201.0,139.0,76.19,23.81,0.0,Juan Mata,86.0,87.4,73.6,72.0,74.9,56.0
2012/2013,England Premier League,Everton,26.9,35.0,18.0,180.6,193.0,170.2,167.3,194.0,141.0,77.78,22.22,0.0,Leighton Baines,81.7,83.5,80.3,72.0,86.3,68.0
2012/2013,England Premier League,Fulham,27.3,35.0,18.0,181.6,195.6,170.2,167.3,203.0,146.0,62.5,37.5,0.0,Dimitar Berbatov,82.0,82.0,68.0,75.0,55.0,72.7
2012/2013,England Premier League,Liverpool,23.3,34.0,16.0,181.8,195.6,167.6,166.7,187.0,137.0,72.73,27.27,0.0,Luis Suarez,85.8,87.1,78.0,69.0,84.7,76.0
2012/2013,England Premier League,Manchester City,25.3,31.0,17.0,181.7,193.0,170.2,171.1,198.0,143.0,68.18,31.82,0.0,David Silva,88.0,90.6,74.0,66.0,68.0,55.4
2012/2013,England Premier League,Manchester United,26.8,38.0,20.0,181.2,193.0,170.2,164.9,198.0,143.0,80.0,20.0,0.0,Robin van Persie,88.6,88.6,76.9,59.0,72.0,72.0
2012/2013,England Premier League,Newcastle United,24.6,30.0,18.0,181.6,193.0,167.6,173.0,209.0,143.0,79.17,20.83,0.0,Demba Ba,82.0,83.7,83.0,78.0,75.0,88.2
2012/2013,England Premier League,Norwich City,25.7,31.0,18.0,182.4,193.0,167.6,167.3,198.0,143.0,63.64,36.36,0.0,Wesley Hoolahan,75.7,75.7,68.0,75.0,69.0,46.0
2012/2013,England Premier League,Queens Park Rangers,27.2,34.0,19.0,180.5,193.0,165.1,169.7,220.0,141.0,75.0,25.0,0.0,Loic Remy,79.5,84.2,93.0,91.0,75.0,72.0
2012/2013,England Premier League,Reading,26.2,34.0,20.0,181.5,193.0,170.2,172.0,203.0,141.0,70.83,29.17,0.0,Pavel Pogrebnyak,75.5,75.5,68.0,54.5,68.5,85.5
2012/2013,England Premier League,Southampton,24.2,30.0,16.0,181.6,193.0,172.7,165.1,183.0,146.0,72.22,27.78,0.0,Gaston Ramirez,78.7,86.0,82.0,73.0,72.9,66.2
2012/2013,England Premier League,Stoke City,27.1,33.0,23.0,185.3,200.7,172.7,171.8,194.0,141.0,83.33,16.67,0.0,Matthew Etherington,77.7,77.7,83.3,66.0,77.3,69.0
2012/2013,England Premier League,Sunderland,25.6,31.0,19.0,180.0,190.5,167.6,169.6,198.0,139.0,60.0,40.0,0.0,Stephane Sessegnon,81.6,82.6,83.2,70.0,85.0,78.0
2012/2013,England Premier League,Swansea City,25.6,33.0,19.0,179.4,193.0,167.6,169.3,207.0,137.0,80.95,19.05,0.0,Michu,77.2,81.0,64.8,65.0,71.0,76.0
2012/2013,England Premier League,Tottenham Hotspur,25.6,34.0,20.0,181.9,190.5,165.1,168.0,192.0,139.0,70.0,30.0,0.0,Gareth Bale,85.7,90.8,94.0,68.0,90.0,77.8
2012/2013,England Premier League,West Bromwich Albion,26.8,33.0,19.0,184.2,195.6,175.3,175.7,207.0,141.0,76.19,23.81,0.0,Claudio Yacob,77.8,80.0,65.3,76.0,83.0,76.0
2012/2013,England Premier League,West Ham United,26.8,32.0,18.0,183.2,190.5,170.2,170.1,198.0,134.0,72.73,27.27,0.0,Joe Cole,77.5,77.5,63.0,60.0,54.0,61.0
2012/2013,England Premier League,Wigan Athletic,26.3,32.0,20.0,182.0,193.0,170.2,170.9,194.0,141.0,77.27,18.18,0.0,Arouna Kone,78.0,78.0,88.0,78.0,74.0,83.0
2012/2013,France Ligue 1,AC Ajaccio,27.1,35.0,20.0,180.9,193.0,162.6,168.0,196.0,143.0,72.73,27.27,0.0,Adrian Mutu,75.5,75.5,76.0,64.0,58.0,70.0
2012/2013,France Ligue 1,AS Nancy-Lorraine,23.5,32.0,19.0,179.9,195.6,162.6,169.3,205.0,126.0,81.82,18.18,0.0,Yohan Mollo,75.3,78.3,85.6,81.0,71.3,70.3
2012/2013,France Ligue 1,AS Saint-Étienne,25.8,32.0,17.0,182.2,190.5,170.2,172.8,212.0,148.0,70.0,30.0,0.0,Pierre-Emerick Aubameyang,79.4,83.6,94.0,75.8,79.8,69.6
2012/2013,France Ligue 1,ES Troyes AC,25.4,35.0,16.0,178.8,188.0,162.6,162.2,179.0,141.0,71.43,28.57,0.0,Benjamin Nivet,74.5,74.5,50.5,46.0,61.5,56.0
2012/2013,France Ligue 1,FC Lorient,24.9,35.0,18.0,177.2,188.0,165.1,157.8,192.0,132.0,70.37,29.63,0.0,Bruno Ecuele Manga,78.5,82.0,67.0,83.0,66.0,81.5
2012/2013,France Ligue 1,FC Sochaux-Montbéliard,23.8,32.0,19.0,179.9,193.0,170.2,165.5,194.0,134.0,63.64,36.36,0.0,Ryad Boudebouz,75.7,81.3,75.3,48.0,71.0,50.0
2012/2013,France Ligue 1,Girondins de Bordeaux,25.8,31.0,19.0,180.0,193.0,170.2,167.6,194.0,143.0,75.0,25.0,0.0,Ludovic Obraniak,78.7,81.3,74.2,52.0,75.8,65.3
2012/2013,France Ligue 1,LOSC Lille,25.7,32.0,18.0,179.8,193.0,167.6,167.9,198.0,137.0,95.0,5.0,0.0,Rio Mavuba,82.0,84.0,70.0,82.0,91.0,72.0
2012/2013,France Ligue 1,Montpellier Hérault SC,25.6,36.0,20.0,180.3,188.0,170.2,167.8,194.0,150.0,83.33,16.67,0.0,Younes Belhanda,80.0,83.5,75.0,74.0,80.0,69.0
2012/2013,France Ligue 1,OGC Nice,24.1,32.0,19.0,179.5,193.0,167.6,163.5,196.0,143.0,77.27,22.73,0.0,Kevin Anin,74.5,80.0,66.0,64.0,69.5,88.0
2012/2013,France Ligue 1,Olympique Lyonnais,25.0,35.0,17.0,180.7,188.0,167.6,166.0,187.0,143.0,77.27,22.73,0.0,Bafetimbi Gomis,81.0,82.0,74.6,80.0,62.0,85.6
2012/2013,France Ligue 1,Olympique de Marseille,25.7,33.0,18.0,180.8,188.0,167.6,166.4,194.0,128.0,76.19,14.29,0.0,Mathieu Valbuena,82.4,82.8,79.0,46.0,81.0,32.0
2012/2013,France Ligue 1,Paris Saint-Germain,26.5,37.0,17.0,182.0,195.6,165.1,167.1,209.0,132.0,69.57,30.43,0.0,Zlatan Ibrahimovic,88.5,88.5,79.0,72.0,78.0,92.0
2012/2013,France Ligue 1,SC Bastia,26.4,34.0,17.0,180.3,190.5,165.1,167.0,194.0,143.0,63.64,36.36,0.0,Jerome Rothen,73.0,73.0,54.5,40.0,57.5,62.0
2012/2013,France Ligue 1,Stade Brestois 29,24.7,31.0,18.0,180.7,190.5,170.2,168.9,201.0,143.0,71.43,25.0,0.0,Paul Baysse,74.0,76.0,61.0,83.0,77.0,79.0
2012/2013,France Ligue 1,Stade Rennais FC,23.7,30.0,17.0,180.4,190.5,172.7,166.6,190.0,132.0,88.0,12.0,0.0,Yann M'Vila,80.5,86.0,72.0,71.0,85.0,77.0
2012/2013,France Ligue 1,Stade de Reims,25.4,31.0,20.0,180.2,193.0,172.7,162.0,196.0,150.0,85.0,15.0,0.0,Anthony Weber,70.8,74.0,52.0,57.0,68.2,81.0
2012/2013,France Ligue 1,Toulouse FC,23.5,33.0,17.0,180.6,188.0,167.6,165.0,190.0,137.0,76.19,23.81,0.0,Etienne Capoue,79.0,84.0,66.0,74.0,92.0,77.0
2012/2013,France Ligue 1,Valenciennes FC,25.3,34.0,17.0,181.0,190.5,170.2,163.4,185.0,139.0,77.27,18.18,0.0,Gregory Pujol,74.7,74.7,57.0,82.0,69.0,66.7
2012/2013,France Ligue 1,Évian Thonon Gaillard FC,26.2,36.0,20.0,180.5,188.0,170.2,165.7,194.0,150.0,86.96,8.7,0.0,Saber Khalifa,74.0,77.2,81.8,60.0,73.2,66.0
2012/2013,Germany 1. Bundesliga,1. FC Nürnberg,24.3,35.0,17.0,183.7,193.0,170.2,179.2,205.0,146.0,80.95,19.05,0.0,Timmy Simons,76.0,76.0,48.0,68.0,75.0,77.0
2012/2013,Germany 1. Bundesliga,1. FSV Mainz 05,26.1,33.0,19.0,183.7,195.6,172.7,175.7,201.0,146.0,73.91,26.09,0.0,Adam Szalai,76.2,79.8,67.5,61.0,72.8,88.0
2012/2013,Germany 1. Bundesliga,Bayer 04 Leverkusen,24.6,32.0,20.0,185.7,193.0,172.7,177.0,198.0,150.0,81.25,18.75,0.0,Lars Bender,81.7,84.0,71.0,76.0,94.0,76.0
2012/2013,Germany 1. Bundesliga,Borussia Dortmund,23.4,32.0,18.0,182.5,193.0,170.2,170.6,203.0,139.0,80.0,20.0,0.0,Mats Hummels,85.0,88.0,66.2,70.0,68.0,85.0
2012/2013,Germany 1. Bundesliga,Borussia Mönchengladbach,24.4,33.0,18.0,183.4,193.0,167.6,175.5,196.0,148.0,70.0,30.0,0.0,Luuk de Jong,79.0,84.4,70.0,67.0,76.0,77.0
2012/2013,Germany 1. Bundesliga,Eintracht Frankfurt,24.5,31.0,16.0,182.1,195.6,170.2,172.8,212.0,139.0,80.0,20.0,0.0,Pirmin Schwegler,75.5,78.0,69.0,90.0,78.0,67.0
2012/2013,Germany 1. Bundesliga,FC Augsburg,25.0,29.0,20.0,183.3,193.0,170.2,172.2,205.0,143.0,75.0,25.0,0.0,Ja-Cheol Koo,75.2,81.0,76.0,71.0,74.0,61.0
2012/2013,Germany 1. Bundesliga,FC Bayern Munich,25.4,34.0,18.0,183.9,198.1,170.2,176.1,209.0,146.0,65.0,35.0,0.0,Franck Ribery,90.0,90.0,91.4,53.0,72.0,64.6
2012/2013,Germany 1. Bundesliga,FC Schalke 04,24.5,31.0,18.0,183.5,195.6,175.3,176.1,203.0,152.0,81.82,13.64,0.0,Jefferson Farfan,84.0,85.8,88.8,65.0,79.5,78.0
2012/2013,Germany 1. Bundesliga,Fortuna Düsseldorf,26.4,35.0,20.0,183.3,193.0,165.1,173.2,194.0,148.0,87.5,12.5,0.0,Andrey Voronin,75.9,75.9,71.0,69.1,65.1,74.1
2012/2013,Germany 1. Bundesliga,Hamburger SV,24.0,32.0,19.0,182.8,190.5,175.3,172.4,196.0,139.0,66.67,28.57,0.0,Rafael van der Vaart,84.8,84.8,63.6,58.0,67.8,65.0
2012/2013,Germany 1. Bundesliga,Hannover 96,26.1,33.0,19.0,182.2,190.5,170.2,171.5,198.0,152.0,72.73,27.27,0.0,Mohammed Abdellaoue,79.0,82.0,78.0,80.0,66.0,68.0
2012/2013,Germany 1. Bundesliga,SC Freiburg,23.8,32.0,18.0,183.1,193.0,175.3,172.6,196.0,152.0,81.82,18.18,0.0,Daniel Caligiuri,75.8,78.0,82.2,70.7,76.7,69.0
2012/2013,Germany 1. Bundesliga,SV Werder Bremen,23.1,31.0,19.0,183.0,195.6,172.7,173.4,203.0,152.0,85.71,14.29,0.0,Sokratis Papastathopoulos,78.5,81.7,77.8,80.0,68.0,82.0
2012/2013,Germany 1. Bundesliga,SpVgg Greuther Fürth,23.8,34.0,17.0,181.3,195.6,172.7,173.1,198.0,148.0,60.71,35.71,0.0,Nikola Djurdjic,74.0,76.7,69.0,57.0,70.0,75.0
2012/2013,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.2,31.0,16.0,183.7,198.1,170.2,175.3,216.0,148.0,76.92,23.08,0.0,Sejad Salihovic,77.5,78.0,48.0,48.0,63.0,76.0
2012/2013,Germany 1. Bundesliga,VfB Stuttgart,25.4,31.0,19.0,181.6,193.0,165.1,169.9,187.0,134.0,65.0,25.0,0.0,Vedad Ibisevic,78.5,78.5,68.0,73.0,54.0,78.5
2012/2013,Germany 1. Bundesliga,VfL Wolfsburg,25.0,32.0,18.0,183.3,195.6,165.1,172.9,203.0,121.0,68.18,31.82,0.0,Ivica Olic,78.1,78.1,78.4,71.0,87.0,79.0
2012/2013,Italy Serie A,Atalanta,27.3,34.0,18.0,181.5,190.5,160.0,171.8,196.0,126.0,71.43,28.57,0.0,German Denis,80.0,80.0,70.2,85.0,75.0,85.0
2012/2013,Italy Serie A,Bologna,26.0,33.0,20.0,182.5,193.0,172.7,170.2,196.0,150.0,73.91,26.09,0.0,Alessandro Diamanti,82.5,82.5,68.2,35.3,74.0,57.0
2012/2013,Italy Serie A,Cagliari,24.4,33.0,17.0,182.0,188.0,170.2,162.2,181.0,139.0,80.95,19.05,0.0,Davide Astori,79.7,84.0,68.3,83.0,66.3,81.0
2012/2013,Italy Serie A,Catania,25.8,35.0,19.0,181.0,193.0,165.1,169.7,198.0,150.0,80.0,20.0,0.0,Nicolas Federico Spolli,79.0,79.0,55.0,69.0,55.0,86.0
2012/2013,Italy Serie A,Chievo Verona,27.0,36.0,18.0,182.9,193.0,170.2,172.0,196.0,146.0,78.57,17.86,0.0,Sergio Pellissier,77.3,77.3,79.6,77.0,51.4,61.0
2012/2013,Italy Serie A,Fiorentina,26.0,35.0,19.0,182.5,193.0,170.2,170.6,194.0,143.0,79.17,16.67,0.0,Stevan Jovetic,83.8,88.5,81.0,76.0,75.0,75.0
2012/2013,Italy Serie A,Genoa,27.1,34.0,19.0,182.3,193.0,175.3,169.7,185.0,148.0,70.37,29.63,0.0,Juan Vargas,79.0,79.0,78.5,66.0,78.0,80.2
2012/2013,Italy Serie A,Inter,26.5,38.0,18.0,179.8,195.6,170.2,168.2,185.0,141.0,74.07,25.93,0.0,Wesley Sneijder,86.2,87.7,75.0,51.0,69.0,60.8
2012/2013,Italy Serie A,Juventus,26.5,34.0,19.0,182.1,193.0,165.1,170.1,196.0,130.0,81.82,18.18,0.0,Andrea Pirlo,87.0,87.0,56.0,32.9,71.9,62.9
2012/2013,Italy Serie A,Lazio,28.3,36.0,19.0,181.3,193.0,170.2,168.0,194.0,143.0,87.5,12.5,0.0,Hernanes,84.1,85.5,72.0,68.1,74.5,71.8
2012/2013,Italy Serie A,Milan,25.9,36.0,17.0,181.7,193.0,170.2,168.8,194.0,143.0,76.0,24.0,0.0,Riccardo Montolivo,83.8,84.6,69.0,62.0,77.2,68.2
2012/2013,Italy Serie A,Napoli,27.7,35.0,21.0,181.0,190.5,162.6,167.7,187.0,130.0,73.91,26.09,0.0,Edinson Cavani,86.9,89.0,86.0,92.0,94.0,76.0
2012/2013,Italy Serie A,Palermo,26.0,34.0,18.0,181.4,190.5,167.6,168.1,194.0,137.0,65.52,34.48,0.0,Fabrizio Miccoli,81.2,81.2,82.8,50.0,52.0,65.8
2012/2013,Italy Serie A,Parma,26.2,34.0,19.0,181.0,193.0,167.6,169.0,194.0,150.0,70.83,25.0,0.0,Jonathan Biabiany,78.3,83.0,94.0,64.0,75.0,58.0
2012/2013,Italy Serie A,Pescara,25.8,34.0,18.0,182.3,193.0,170.2,168.6,201.0,141.0,70.97,25.81,0.0,Vladimir Weiss,76.3,83.7,87.7,63.0,69.0,54.0
2012/2013,Italy Serie A,Roma,24.7,35.0,17.0,181.8,193.0,172.7,168.0,190.0,148.0,61.9,38.1,0.0,Daniele De Rossi,85.4,87.0,69.0,80.0,86.0,83.0
2012/2013,Italy Serie A,Sampdoria,25.1,33.0,19.0,182.3,190.5,172.7,169.3,194.0,150.0,73.91,21.74,0.0,Andrea Poli,75.8,82.8,72.8,68.0,77.0,62.0
2012/2013,Italy Serie A,Siena,27.4,36.0,18.0,180.1,190.5,165.1,167.8,196.0,146.0,73.33,23.33,0.0,Emanuele Calaio,76.0,76.0,70.0,80.0,75.0,67.0
2012/2013,Italy Serie A,Torino,26.2,32.0,18.0,181.7,190.5,170.2,168.2,190.0,132.0,56.52,39.13,0.0,Angelo Obinze Ogbonna,79.8,87.0,79.2,88.0,74.8,86.0
2012/2013,Italy Serie A,Udinese,24.6,34.0,18.0,180.5,195.6,170.2,166.2,203.0,132.0,80.0,20.0,0.0,Antonio Di Natale,84.2,84.2,84.0,60.0,69.0,63.0
2012/2013,Netherlands Eredivisie,ADO Den Haag,22.8,30.0,18.0,182.2,193.0,170.2,171.8,192.0,150.0,61.11,27.78,0.0,Jens Toornstra,72.7,76.7,67.3,71.7,90.0,68.3
2012/2013,Netherlands Eredivisie,AZ,22.5,27.0,18.0,181.4,190.5,170.2,164.7,194.0,139.0,55.0,45.0,0.0,Adam Maher,76.8,86.8,75.8,72.5,74.8,52.0
2012/2013,Netherlands Eredivisie,Ajax,22.8,32.0,18.0,180.0,193.0,165.1,163.5,205.0,132.0,76.0,24.0,0.0,Christian Eriksen,80.4,87.1,81.6,62.7,83.6,47.0
2012/2013,Netherlands Eredivisie,FC Groningen,22.6,29.0,19.0,182.0,195.6,170.2,167.9,203.0,141.0,61.9,38.1,0.0,Virgil van Dijk,71.3,79.2,70.8,75.8,72.0,90.8
2012/2013,Netherlands Eredivisie,FC Twente,23.6,32.0,17.0,181.7,190.5,170.2,167.4,187.0,139.0,60.0,35.0,0.0,Dusan Tadic,79.4,84.0,72.4,70.6,85.8,65.6
2012/2013,Netherlands Eredivisie,FC Utrecht,23.2,33.0,19.0,181.5,193.0,167.6,168.4,198.0,139.0,59.09,36.36,0.0,Jens Toornstra,72.7,76.7,67.3,71.7,90.0,68.3
2012/2013,Netherlands Eredivisie,Feyenoord,22.7,32.0,17.0,180.9,193.0,170.2,164.6,187.0,148.0,61.9,38.1,0.0,Jordy Clasie,76.6,83.0,69.3,64.7,74.1,61.7
2012/2013,Netherlands Eredivisie,Heracles Almelo,22.3,29.0,18.0,180.1,190.5,170.2,164.4,192.0,146.0,68.42,31.58,0.0,Willy Overtoom,74.0,76.0,82.0,85.0,84.5,56.0
2012/2013,Netherlands Eredivisie,N.E.C.,24.1,32.0,20.0,184.7,195.6,170.2,172.7,196.0,134.0,61.9,33.33,0.0,Bram Nuytinck,73.4,79.0,58.8,77.4,71.0,82.2
2012/2013,Netherlands Eredivisie,NAC Breda,24.3,35.0,19.0,182.0,193.0,165.1,167.9,196.0,141.0,58.82,41.18,0.0,Nemanja Gudelj,70.0,76.4,67.1,82.4,81.4,74.6
2012/2013,Netherlands Eredivisie,PEC Zwolle,24.1,33.0,19.0,180.3,193.0,165.1,167.1,187.0,139.0,80.95,19.05,0.0,Mateusz Klich,68.0,75.0,54.0,71.5,56.2,49.0
2012/2013,Netherlands Eredivisie,PSV,24.0,35.0,18.0,182.6,198.1,170.2,173.0,205.0,134.0,70.0,30.0,0.0,Dries Mertens,80.1,82.3,81.4,58.4,74.9,40.1
2012/2013,Netherlands Eredivisie,RKC Waalwijk,25.3,32.0,20.0,181.9,193.0,170.2,168.8,185.0,148.0,72.22,27.78,0.0,Teddy Chevalier,68.5,71.2,80.8,84.0,76.5,61.8
2012/2013,Netherlands Eredivisie,Roda JC Kerkrade,25.6,34.0,18.0,180.3,190.5,170.2,169.8,201.0,143.0,78.95,21.05,0.0,Sanharib Bueyueksal,69.0,69.0,67.5,73.5,73.2,69.2
2012/2013,Netherlands Eredivisie,SC Heerenveen,23.1,31.0,18.0,180.3,188.0,165.1,161.5,176.0,150.0,56.52,39.13,0.0,Filip Djuricic,76.8,85.0,83.0,71.6,79.4,60.6
2012/2013,Netherlands Eredivisie,VVV-Venlo,24.6,33.0,20.0,181.2,193.0,170.2,165.8,190.0,141.0,75.0,20.0,0.0,Maya Yoshida,71.1,75.0,67.7,81.7,75.0,75.0
2012/2013,Netherlands Eredivisie,Vitesse,22.6,31.0,17.0,180.9,193.0,170.2,166.7,198.0,141.0,52.63,47.37,0.0,Wilfried Bony,80.0,82.9,72.9,85.6,80.6,93.6
2012/2013,Netherlands Eredivisie,Willem II,24.6,34.0,17.0,179.9,188.0,170.2,162.5,190.0,134.0,72.73,27.27,0.0,Nicky Hofs,67.0,67.0,69.2,70.5,66.8,63.0
2012/2013,Poland Ekstraklasa,GKS Bełchatów,24.7,32.0,17.0,181.8,193.0,172.7,163.4,187.0,132.0,68.75,31.25,0.0,Lukasz Madej,65.8,65.8,78.4,79.0,67.0,65.0
2012/2013,Poland Ekstraklasa,Jagiellonia Białystok,23.1,31.0,16.0,178.7,195.6,172.7,160.1,187.0,143.0,85.0,5.0,0.0,Tomasz Kupisz,67.4,73.6,84.4,63.0,83.6,73.4
2012/2013,Poland Ekstraklasa,Korona Kielce,25.2,34.0,16.0,181.6,193.0,170.2,164.9,185.0,143.0,68.75,31.25,0.0,Maciej Korzym,66.5,68.0,72.0,70.0,79.5,79.0
2012/2013,Poland Ekstraklasa,Lech Poznań,23.8,32.0,17.0,181.9,193.0,175.3,169.1,185.0,152.0,77.78,16.67,0.0,Rafal Murawski,68.5,68.5,67.8,78.0,73.0,64.0
2012/2013,Poland Ekstraklasa,Lechia Gdańsk,25.1,35.0,17.0,181.9,193.0,175.3,167.9,183.0,148.0,81.25,18.75,0.0,Jaroslaw Bieniuk,66.0,66.0,48.0,47.0,60.0,82.0
2012/2013,Poland Ekstraklasa,Legia Warszawa,25.4,33.0,19.0,182.5,190.5,167.6,171.1,192.0,130.0,77.78,22.22,0.0,Danijel Ljuboja,71.4,71.4,61.0,43.0,58.0,84.6
2012/2013,Poland Ekstraklasa,P. Warszawa,24.8,31.0,19.0,182.6,188.0,170.2,168.4,185.0,150.0,72.22,27.78,0.0,Lukasz Teodorczyk,67.9,75.7,73.6,73.1,74.4,73.0
